品目コード	プラント	品目テキスト	保管場所	特殊在庫区分	特殊在庫の評価	特殊在庫番号	保管場所レベルでの品目削除フラグ	ロット番号	基本数量単位	利用可能評価在庫	通貨コード	利用可能値	転送中在庫（保管場所間）	積送/輸送中の値	品質検査中在庫	品質検査値	非利用可能ロットの全在庫合計	制限値	保留在庫	保留在庫値	返品保留在庫	保留返品金額	販売伝票	販売伝票明細	棚番	勘定科目コード	勘定科目名	品目タイプ	滞留日数	評価クラス	評価クラステキスト	調達タイプ	調達タイプテキスト	評価減区分
24703112300	P300	M2022L/B 2PDT ｶｲﾛON-ON AC250V*	3110						PC	      10.000	JPY	               3520	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			P04-3-1-9	154000	原材料(自動入力)	ROH	     43	1200	ＳＳＳ原材料	F	外部調達	00
24703112300	P300	M2022L/B 2PDT ｶｲﾛON-ON AC250V*	3130						PC	       2.000	JPY	                704	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0				154000	原材料(自動入力)	ROH	   3084	1200	ＳＳＳ原材料	F	外部調達	00
24703112300	P300	M2022L/B 2PDT ｶｲﾛON-ON AC250V*	3140						PC	       2.000	JPY	                704	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0				154000	原材料(自動入力)	ROH	   3084	1200	ＳＳＳ原材料	F	外部調達	00
24703120100	P300	M2043L/B-G 4PDT ｶｲﾛON-OFF-ON *	3110						PC	       1.000	JPY	                771	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA4-2	154000	原材料(自動入力)	ROH	   1768	1200	ＳＳＳ原材料	F	外部調達	00
24703125500	P300	M2013L/B-G 1PDT ｶｲﾛON-OFF-ON *	3110						PC	       4.000	JPY	               1440	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA3-3	154000	原材料(自動入力)	ROH	   3084	1200	ＳＳＳ原材料	F	外部調達	00
24704006800	P300	AT-627-M24 LED 24V 13MA GREEN LBﾖｳ	3110						PC	       8.000	JPY	               3712	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA4-2	154000	原材料(自動入力)	ROH	   2808	1200	ＳＳＳ原材料	F	外部調達	00
24704007000	P300	AT-4162-M ﾎﾞﾀﾝ GREEN LBﾖｳ	3110						PC	       3.000	JPY	                276	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA04-2	154000	原材料(自動入力)	ROH	   2808	1200	ＳＳＳ原材料	F	外部調達	00
25001340800	P300	B3T5-30.0/415-3400BA2C1GE*D0A*	3110						PC	       3.000	JPY	           8151.204	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			P07-1	154000	原材料(自動入力)	ROH	     26	1200	ＳＳＳ原材料	F	外部調達	00
250383412	P300	ﾌﾞﾚｰｶ IM-3 AC250V 20A N02	3110						PC	      46.000	JPY	             151800	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			SSS未使用-8	154000	原材料(自動入力)	ROH	   2866	1200	ＳＳＳ原材料	F	外部調達	00
250383413	P300	ﾌﾞﾚｰｶ IM-3 AC250V 30A N02	3110						PC	      30.000	JPY	             113850	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			SSS未使用-4	154000	原材料(自動入力)	ROH	   2591	1200	ＳＳＳ原材料	F	外部調達	00
25305660300	P300	BW50RAGU-3P050 3P-AC690V *D0A*	3110						PC	      15.000	JPY	              66300	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			SSS未使用-4	154000	原材料(自動入力)	ROH	   2860	1200	ＳＳＳ原材料	F	外部調達	00
25318021100	P300	BZ6KR10C-A Kｹｲﾎｳｽｲｯﾁ Rﾐｷﾞﾖｳ ﾀ*	3110						PC	       1.000	JPY	               1950	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			保守3	154000	原材料(自動入力)	ROH	    339	1200	ＳＳＳ原材料	F	外部調達	00
25318852700	P300	BW9K1SG0-A Kｹｲﾎｳｽｲｯﾁ ﾋﾀﾞﾘﾄﾘﾂｹ*	3110						PC	       1.000	JPY	               2550	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			保守3	154000	原材料(自動入力)	ROH	    339	1200	ＳＳＳ原材料	F	外部調達	00
25318856700	P300	S2C-A2 電圧引外し装置	3110						PC	       2.000	JPY	          18644.424	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			保守2	154000	原材料(自動入力)	ROH	    113	1200	ＳＳＳ原材料	F	外部調達	00
25318856700	P300	S2C-A2 電圧引外し装置	3120						PC	       1.000	JPY	           9322.212	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0				154000	原材料(自動入力)	ROH	    422	1200	ＳＳＳ原材料	F	外部調達	00
25318856800	P300	S2C-S11R 警報接点	3110						PC	      22.000	JPY	          71820.936	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			保守2	154000	原材料(自動入力)	ROH	     30	1200	ＳＳＳ原材料	F	外部調達	00
25318856800	P300	S2C-S11R 警報接点	3120						PC	       3.000	JPY	           9793.764	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0				154000	原材料(自動入力)	ROH	    193	1200	ＳＳＳ原材料	F	外部調達	00
25318856900	P300	S2C-H6R 補助接点	3110						PC	      16.000	JPY	          52233.408	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			保守2	154000	原材料(自動入力)	ROH	     30	1200	ＳＳＳ原材料	F	外部調達	00
25318857400	P300	S3C-A2 電圧引外し装置	3110						PC	      18.000	JPY	             121734	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			保守1	154000	原材料(自動入力)	ROH	     30	1200	ＳＳＳ原材料	F	外部調達	00
25701012900	P300	SPA6662-25A 2P-AC250V 25AT M3ｾﾂｿﾞｸ XXXXX	3110						PC	       3.000	JPY	               5250	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA3-2	154000	原材料(自動入力)	ROH	   3084	1200	ＳＳＳ原材料	F	外部調達	00
258001121	P300	HBﾌﾞﾚｰｶ 15AT 2P2E BS2021	3110						PC	      17.000	JPY	              14110	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			P07-2	154000	原材料(自動入力)	ROH	    701	1200	ＳＳＳ原材料	F	外部調達	00
25802111201	P300	SOR-C110-127VAC110-125VDC 1SD*	3110						PC	      23.000	JPY	             188600	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			保守4	154000	原材料(自動入力)	ROH	     26	1200	ＳＳＳ原材料	F	外部調達	00
25802112500	P300	AUX-CT4T5T61Q1SY250Vac/dc 1SD*	3110						PC	       4.000	JPY	              48000	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			保守2	154000	原材料(自動入力)	ROH	    197	1200	ＳＳＳ原材料	F	外部調達	00
25840001600	P300	ICP25-L-12S2-108-15 3P-AC250V*	3110						PC	       2.000	JPY	               4140	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			P07-2	154000	原材料(自動入力)	ROH	     16	1200	ＳＳＳ原材料	F	外部調達	00
25850001400	P300	DCP-52BH400AMS 2P-240V 40AT ｾ*	3110						PC	       1.000	JPY	             906.01	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA3-1	154000	原材料(自動入力)	ROH	   3084	1200	ＳＳＳ原材料	F	外部調達	00
25850003500	P300	DCP-52SR50C-480V 2P-480V 50AT ｾﾂｿﾞｸ SW_O	3110						PC	       9.000	JPY	          10224.936	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA4	154000	原材料(自動入力)	ROH	   2385	1200	ＳＳＳ原材料	F	外部調達	00
25850004100	P300	DCP-73BH750AMS 3P-220V 75AT S*	3110						PC	       4.000	JPY	               8555	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA3	154000	原材料(自動入力)	ROH	   3084	1200	ＳＳＳ原材料	F	外部調達	00
25850004400	P300	DCP-52SR50AMS-480V 2P-480V 50AT ｾﾂｿﾞｸ RO	3110						PC	       1.000	JPY	               1711	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA3-5	154000	原材料(自動入力)	ROH	   3084	1200	ＳＳＳ原材料	F	外部調達	00
25860000300	P300	T6L800FF-4P  DC1000V 4P-DC100*	3110						PC	       1.000	JPY	             402200	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			SSS未使用-14	154000	原材料(自動入力)	ROH	     78	1200	ＳＳＳ原材料	F	外部調達	00
25860003100	P300	T5N400FF-3P  DC750V 3P-DC750V*	3110						PC	       1.000	JPY	              48100	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			保守8	154000	原材料(自動入力)	ROH	    339	1200	ＳＳＳ原材料	F	外部調達	00
25860007000	P300	S204M-C63DC 4P-DC440V 4POLES *	3110						PC	      15.000	JPY	          288371.94	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			保守3	154000	原材料(自動入力)	ROH	     16	1200	ＳＳＳ原材料	F	外部調達	00
25860007000	P300	S204M-C63DC 4P-DC440V 4POLES *	3120						PC	       1.000	JPY	          19224.796	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0				154000	原材料(自動入力)	ROH	    422	1200	ＳＳＳ原材料	F	外部調達	00
25860007100	P300	S202-C63 2P-AC400V 2POLES IN:*	3110						PC	       6.000	JPY	          50209.362	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			保守1	154000	原材料(自動入力)	ROH	     30	1200	ＳＳＳ原材料	F	外部調達	00
26011129600	P300	TS625 2P 660V 30A ﾀｲｱﾂ2500V/M*	3110						PC	       3.000	JPY	                375	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			P03-3-8-7	154000	原材料(自動入力)	ROH	    325	1200	ＳＳＳ原材料	F	外部調達	00
26011130200	P300	TS625 12P 660V 30A ﾀｲｱﾂ2500V/*	3110						PC	       9.000	JPY	               4068	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			SSS未使用-2	154000	原材料(自動入力)	ROH	    969	1200	ＳＳＳ原材料	F	外部調達	00
26031010700	P300	FC32 5P ﾀﾝｼｶﾊﾞｰ 5Pﾖｳ F2055Eﾖｳ	3110						PC	       6.000	JPY	                114	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA3-3	154000	原材料(自動入力)	ROH	   3084	1200	ＳＳＳ原材料	F	外部調達	00
26031129200	P300	C3  (ROHS) ｸﾘﾂﾌﾟ 50A ｷｬｯﾌﾟｸﾛ ROHSﾀｲｵｳﾋﾝ	3110						SET	       6.000	JPY	              13146	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA3	154000	原材料(自動入力)	ROH	   3084	1200	ＳＳＳ原材料	F	外部調達	00
260312062	P300	ﾀﾝｼ F2035E 5P ｶﾊﾞｰ ﾋﾞｽﾂｷ	3110						PC	       1.000	JPY	                283	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA3-3	154000	原材料(自動入力)	ROH	   3084	1200	ＳＳＳ原材料	F	外部調達	00
26031206300	P300	F2035E M4 6P CT 6P 250V 15A ﾀ*	3110						PC	       4.000	JPY	               1188	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			P03-3-8-6	154000	原材料(自動入力)	ROH	    555	1200	ＳＳＳ原材料	F	外部調達	00
260312096	P300	F2050E 6Pﾖｳ ｶﾊﾞｰﾄ ﾋﾞｽﾉﾐ	3110						SET	       5.000	JPY	                350	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA3-5	154000	原材料(自動入力)	ROH	   3084	1200	ＳＳＳ原材料	F	外部調達	00
26031214800	P300	F2035E M4 8P 8P 250V 15A ﾀｲｱﾂ*	3110						PC	      13.000	JPY	               3640	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA3-2	154000	原材料(自動入力)	ROH	   3084	1200	ＳＳＳ原材料	F	外部調達	00
26031230000	P300	F2050E 2P CT 2P 660V 30A ﾀｲｱﾂ*	3110						PC	      16.000	JPY	               3200	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			SSS未使用-2	154000	原材料(自動入力)	ROH	   1794	1200	ＳＳＳ原材料	F	外部調達	00
26031234700	P300	F2362AX-10L 7P CT 7P 250V 6A*	3110						PC	      32.000	JPY	               5184	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA3-1	154000	原材料(自動入力)	ROH	   3084	1200	ＳＳＳ原材料	F	外部調達	00
26031242400	P300	F2087NE 4P 660V 100A ﾀｲｱﾂ3000*	3110						PC	       1.000	JPY	               1800	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA3-1	154000	原材料(自動入力)	ROH	   3084	1200	ＳＳＳ原材料	F	外部調達	00
260312761	P300	F2035E 3P   M4 ｶﾊﾞｰ ﾋﾞｽﾂｷ	3110						PC	       2.000	JPY	                388	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA3-5	154000	原材料(自動入力)	ROH	   3084	1200	ＳＳＳ原材料	F	外部調達	00
26301112800	P300	206430-1 ﾚｾﾌﾟﾀｸﾙ #206430-1 7A 4P ｿｹﾂﾄﾀｲﾌ	3110						PC	       9.000	JPY	               1287	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA3-1	154000	原材料(自動入力)	ROH	   3084	1200	ＳＳＳ原材料	F	外部調達	00
26303022600	P300	VLR-02V ﾘｾﾌﾟﾀｸﾙ 600V 20A 2P ﾀ*	3110						PC	     439.000	JPY	             2809.6	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			SSS未使用-1	154000	原材料(自動入力)	ROH	    201	1200	ＳＳＳ原材料	F	外部調達	00
26303023100	P300	VLP-02V ﾌﾟﾗｸﾞ 600V 20A 2P ﾀｲｱ*	3110						PC	     320.000	JPY	               1664	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			SSS未使用-1	154000	原材料(自動入力)	ROH	     86	1200	ＳＳＳ原材料	F	外部調達	00
26303023600	P300	1-066099-5 ﾋﾟﾝ #66099-5 7A 1P*	3110						PC	       6.000	JPY	              220.2	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA3-5	154000	原材料(自動入力)	ROH	   3084	1200	ＳＳＳ原材料	F	外部調達	00
26303420200	P300	BSM-21T-P1.4 ﾋﾟﾝｺﾝﾀｸﾄ ﾊﾞﾗﾀﾝｼ *	3110						PC	      22.000	JPY	               46.2	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			P03-3-7-1	154000	原材料(自動入力)	ROH	     60	1200	ＳＳＳ原材料	F	外部調達	00
26303420500	P300	02P-MWPV-SSR ﾌﾟﾗｸﾞ ﾊﾞﾗﾀﾝｼ 144*	3110						PC	       7.000	JPY	                301	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			P03-3-7-3	154000	原材料(自動入力)	ROH	     60	1200	ＳＳＳ原材料	F	外部調達	00
263213150	P300	W-T0502 ﾀｰﾐﾅﾙ	3110						PC	     142.000	JPY	              312.4	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA3-3	154000	原材料(自動入力)	ROH	   3084	1200	ＳＳＳ原材料	F	外部調達	00
26323003900	P300	XG4C2031 ﾎﾞﾂｸｽﾌﾟﾗｸﾞ AC300V 3A*	3110						PC	       2.000	JPY	                214	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			P03-3-7-2	154000	原材料(自動入力)	ROH	   1128	1200	ＳＳＳ原材料	F	外部調達	00
26331006400	P300	0-206429-1 ﾌﾟﾗｸﾞ #206429-1 7A 4P ﾋﾟﾝﾀｲﾌﾟ	3110						PC	       2.000	JPY	                728	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA3-5	154000	原材料(自動入力)	ROH	   3084	1200	ＳＳＳ原材料	F	外部調達	00
26331523400	P300	ST2-101L コンセント AC125V AC*	3110						PC	       5.000	JPY	            3504.73	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA3-1	154000	原材料(自動入力)	ROH	   3084	1200	ＳＳＳ原材料	F	外部調達	00
26343138000	P300	RM21TP20S(71) ﾌﾟﾗｸﾞ 5A 20P ﾀｲ*	3110						PC	       4.000	JPY	               7000	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA3-3	154000	原材料(自動入力)	ROH	   2774	1200	ＳＳＳ原材料	F	外部調達	00
26999013501	P300	DIXBEM25 ﾃﾞｨﾝｾﾞｰﾀｰﾐﾅﾙ(ﾒﾝ) ｹｰﾌﾞﾙｿｹｯﾄ 200A	3110						PC	      15.000	JPY	               9225	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA3-1	154000	原材料(自動入力)	ROH	   3084	1200	ＳＳＳ原材料	F	外部調達	00
26999025600	P300	TRAK-SK10-25 ｹｰﾌﾞﾙﾌﾟﾗｸﾞ 200A *	3110						PC	      37.000	JPY	              12950	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA4	154000	原材料(自動入力)	ROH	   2249	1200	ＳＳＳ原材料	F	外部調達	00
26999032800	P300	XB3-6-8P 125VAC 1A H=6MM 8P ROHSﾀｲｵｳﾋﾝ	3110						PC	       8.000	JPY	                960	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA3-5	154000	原材料(自動入力)	ROH	   3084	1200	ＳＳＳ原材料	F	外部調達	00
30201103800	P300	BN24 100V C ﾃｲｺｳｷﾂｷｼｷ ﾃﾝﾄｳAC1*	3110						PC	      10.000	JPY	               1910	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA4-1	154000	原材料(自動入力)	ROH	   1180	1200	ＳＳＳ原材料	F	外部調達	00
30201103900	P300	BN24 100V G ﾃｲｺｳｷﾂｷｼｷ ﾃﾝﾄｳAC1*	3110						PC	       1.000	JPY	                227	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA4-1	154000	原材料(自動入力)	ROH	   1180	1200	ＳＳＳ原材料	F	外部調達	00
30201104100	P300	BN24 200V C ﾃｲｺｳｷﾂｷｼｷ ﾃﾝﾄｳAC2*	3110						PC	       2.000	JPY	                300	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA4-1	154000	原材料(自動入力)	ROH	   1436	1200	ＳＳＳ原材料	F	外部調達	00
30601001200	P300	NL-52C ﾈｵﾝｷｭｳ 100V T10E10	3110						PC	      20.000	JPY	               3500	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA3-3	154000	原材料(自動入力)	ROH	   3084	1200	ＳＳＳ原材料	F	外部調達	00
30615048100	P300	QXL-220-GB ﾃﾝﾄｳAC220V ﾗﾝﾌﾟ220V LEDｲﾛG RO	3110						PC	       1.000	JPY	                730	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA3-3	154000	原材料(自動入力)	ROH	   2056	1200	ＳＳＳ原材料	F	外部調達	00
30615048300	P300	QXL-220-OB ﾃﾝﾄｳAC220V ﾗﾝﾌﾟ220V LEDｲﾛO RO	3110						PC	       1.000	JPY	                730	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA3-3	154000	原材料(自動入力)	ROH	   2056	1200	ＳＳＳ原材料	F	外部調達	00
31001003600	P300	FCK2-30 30A AC500V ｶﾞｲｹｲ19.8ﾌｱｲ ﾅｶﾞｻ66.5	3110						PC	      15.000	JPY	               3525	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA3-1	154000	原材料(自動入力)	ROH	   3084	1200	ＳＳＳ原材料	F	外部調達	00
310010040	P300	ﾋﾕｰｽﾞFCK2-60  60A	3110						PC	      10.000	JPY	               5400	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			P04-3-4-1	154000	原材料(自動入力)	ROH	     74	1200	ＳＳＳ原材料	F	外部調達	00
31001111100	P300	BLA003 3A AC600V DC600V	3110						PC	      18.000	JPY	               2340	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			P04-3-5-1	154000	原材料(自動入力)	ROH	      1	1200	ＳＳＳ原材料	F	外部調達	00
31001111100	P300	BLA003 3A AC600V DC600V	3120						PC	       1.000	JPY	                130	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0				154000	原材料(自動入力)	ROH	    403	1200	ＳＳＳ原材料	F	外部調達	00
31001111100	P300	BLA003 3A AC600V DC600V	3160						PC	       3.000	JPY	                390	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			1-3-1-1	154000	原材料(自動入力)	ROH	    892	1200	ＳＳＳ原材料	F	外部調達	00
31001111200	P300	BLA005 5A AC600V DC600V	3110						PC	      31.000	JPY	               4030	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			P04-3-5-2	154000	原材料(自動入力)	ROH	      1	1200	ＳＳＳ原材料	F	外部調達	00
31001111200	P300	BLA005 5A AC600V DC600V	3160						PC	       3.000	JPY	                390	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			1-3-1-2	154000	原材料(自動入力)	ROH	    892	1200	ＳＳＳ原材料	F	外部調達	00
31001111400	P300	BLA015 15A AC600V DC600V	3110						PC	      41.000	JPY	               5535	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			P04-3-4-2	154000	原材料(自動入力)	ROH	      3	1200	ＳＳＳ原材料	F	外部調達	00
31001111400	P300	BLA015 15A AC600V DC600V	3120						PC	       6.000	JPY	                810	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0				154000	原材料(自動入力)	ROH	   1705	1200	ＳＳＳ原材料	F	外部調達	00
31001111400	P300	BLA015 15A AC600V DC600V	3160						PC	       3.000	JPY	                405	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			1-3-2-8	154000	原材料(自動入力)	ROH	    890	1200	ＳＳＳ原材料	F	外部調達	00
31001111500	P300	BLA020 20A AC600V DC600V	3110						PC	       3.000	JPY	                450	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			P04-3-1-10	154000	原材料(自動入力)	ROH	    117	1200	ＳＳＳ原材料	F	外部調達	00
31001112000	P300	BLA100 100A AC600V DC600V	3110						PC	      13.000	JPY	               6695	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA3-1	154000	原材料(自動入力)	ROH	   3084	1200	ＳＳＳ原材料	F	外部調達	00
31101124500	P300	UR31-50IST 50A AC300V DC400V *	3110						PC	       7.000	JPY	              11375	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA3	154000	原材料(自動入力)	ROH	   3084	1200	ＳＳＳ原材料	F	外部調達	00
31101125700	P300	UR36-200IST 200A AC300V DC400V ｼﾔﾀﾞﾝ 100	3110						PC	      10.000	JPY	              24050	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			P04-4	154000	原材料(自動入力)	ROH	   1082	1200	ＳＳＳ原材料	F	外部調達	00
31101216800	P300	JRS37-800IST 800A AC300V DC40*	3110						PC	       4.000	JPY	              22440	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA3-5	154000	原材料(自動入力)	ROH	   2056	1200	ＳＳＳ原材料	F	外部調達	00
31101218200	P300	JRS33-180IST 180A AC300V DC40*	3110						PC	       7.000	JPY	              14420	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA4-1	154000	原材料(自動入力)	ROH	    143	1200	ＳＳＳ原材料	F	外部調達	00
31301001100	P300	HP50 5.0A AC250V DC250V	3110						PC	      18.000	JPY	               4500	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			P04-3-1-1	154000	原材料(自動入力)	ROH	      1	1200	ＳＳＳ原材料	F	外部調達	00
31301001100	P300	HP50 5.0A AC250V DC250V	3120						PC	       3.000	JPY	                750	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0				154000	原材料(自動入力)	ROH	   1983	1200	ＳＳＳ原材料	F	外部調達	00
31301001100	P300	HP50 5.0A AC250V DC250V	3160						PC	       1.000	JPY	                250	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			1-3-1-3	154000	原材料(自動入力)	ROH	    892	1200	ＳＳＳ原材料	F	外部調達	00
31301002400	P300	P450H 5A AC250V DC250V ｾﾂﾃﾝ200VA ROHSﾀｲｵ	3110						PC	      38.000	JPY	              13224	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			P03-1	154000	原材料(自動入力)	ROH	      2	1200	ＳＳＳ原材料	F	外部調達	00
31301002400	P300	P450H 5A AC250V DC250V ｾﾂﾃﾝ200VA ROHSﾀｲｵ	3120						PC	      10.000	JPY	               3480	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0				154000	原材料(自動入力)	ROH	    355	1200	ＳＳＳ原材料	F	外部調達	00
31301002400	P300	P450H 5A AC250V DC250V ｾﾂﾃﾝ200VA ROHSﾀｲｵ	3160						PC	      12.000	JPY	               4176	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			1-3-4-3	154000	原材料(自動入力)	ROH	    873	1200	ＳＳＳ原材料	F	外部調達	00
31301111100	P300	P405 0.5A AC220V DC250V ｾﾂﾃﾝ2*	3110						PC	       2.000	JPY	                452	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0				154000	原材料(自動入力)	ROH	     12	1200	ＳＳＳ原材料	F	外部調達	00
31301111300	P300	P413 1.3A AC220V DC250V ｾﾂﾃﾝ2*	3110						PC	     140.000	JPY	              31640	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			P03-1	154000	原材料(自動入力)	ROH	      1	1200	ＳＳＳ原材料	F	外部調達	00
