MRP 日付	プラント	MRP管理者	購買グループ	品目コード	略称	伝票番号	指図番号	所要日付	再計画日付	入庫/所要量	保管場所	親品目コード	親品目テキスト	例外グループ	例外	例外メッセージ	品目テキスト	Type	安全在庫	単位
20250808	P100	900	103	31002114700	購発注	4502407804		20251118	00000000	50.000	1210			6	20	手配を取消	AFA30X	PD	24.000	PC
20250808	P100	900	103	310021152	購発注	4502401870		20250911	20250304	100.000	1210			7	10	再日程計画(前倒し)	ｾﾝｶﾞﾀﾋﾕｰｽﾞﾎｺﾞｶﾊﾞｰ CG-30	PD	50.000	PC
20250808	P100	900	103	310021152	購発注	4502403683		20250911	20250903	100.000	1210			7	10	再日程計画(前倒し)	ｾﾝｶﾞﾀﾋﾕｰｽﾞﾎｺﾞｶﾊﾞｰ CG-30	PD	50.000	PC
20250808	P100	900	103	310021152	購発注	4502413586		20251107	20251020	100.000	1210			7	10	再日程計画(前倒し)	ｾﾝｶﾞﾀﾋﾕｰｽﾞﾎｺﾞｶﾊﾞｰ CG-30	PD	50.000	PC
20250808	P100	900	117	31301000300	出荷通	4502416225		20251126	20251202	50.000	1210			7	15	再日程計画(先送り)	HPH2S	PD	30.000	PC
20250808	P100	900	117	31301111300	出荷通	4502412701		20251208	20251020	200.000	1210			7	10	再日程計画(前倒し)	P413 1.3A AC220V DC250V ｾﾂﾃﾝ2*	PD	50.000	PC
20250808	P100	900	117	31301111500	出荷通	4502410972		20251029	20250826	100.000	1210			7	10	再日程計画(前倒し)	P430 3A AC220V DC250V ｾﾂﾃﾝ200VA ROHSﾀｲｵｳ	PD	30.000	PC
20250808	P100	900	117	31301111600	出荷通	4502406556		20251029	20250903	100.000	1210			7	10	再日程計画(前倒し)	P450 5A AC220V DC250V ｾﾂﾃﾝ200VA ROHSﾀｲｵｳ	PD	50.000	PC
20250808	P100	900	117	31301111600	出荷通	4502414192		20251208	20251106	100.000	1210			7	10	再日程計画(前倒し)	P450 5A AC220V DC250V ｾﾂﾃﾝ200VA ROHSﾀｲｵｳ	PD	50.000	PC
20250808	P100	900	117	31301421500	購発注	4502414779		20251028	20250930	100.000	1210			7	10	再日程計画(前倒し)	P413H 1.3A AC250V DC250V ｾﾂﾃﾝ200VA ROHSﾀ	PD	30.000	PC
20250808	P100	900	117	31301423000	出荷通	4502407064		20251117	20250925	140.000	1210			7	10	再日程計画(前倒し)	P4-4S 15A AC250V DC250V ｾﾂﾃﾝ2*	PD	30.000	PC
20250808	P100	900	117	31402001801	購発注	4502409667		20251009	20250919	400.000	1122			7	10	再日程計画(前倒し)	CES14 1A AC250V ｶﾞｲｹｲ6.35ﾌｱｲ *	PD	100.000	PC
20250808	P100	900	117	31402015300	購発注	4502402917		20250909	20251008	1000.000	1122			7	15	再日程計画(先送り)	25RF5AF003 5A AC125V DC12*D0A*	PD	100.000	PC
20250808	P100	900	117	31402434400	購発注	4502415411		20251029	20251106	100.000	1122			7	15	再日程計画(先送り)	SHV11 2A DC400V φ5.2 20mm	PD	10.000	PC
20250808	P100	900	103	31912002200	在庫			00000000	00000000	5.000				6	96	安全在庫レベルを下回りました	6,9URD31TTF630 630A AC690V ｼﾔﾀﾞﾝ 200KA X	PD	10.000	PC
20250808	P100	900	103	31912002200	購発注	4502409023		20250827	20250808	50.000	1210			7	10	再日程計画(前倒し)	6,9URD31TTF630 630A AC690V ｼﾔﾀﾞﾝ 200KA X	PD	10.000	PC
20250808	P100	900	103	31912002400	在庫			00000000	00000000	0.000				6	96	安全在庫レベルを下回りました	6,9URD33TTF1250 1250A AC690V ｼﾔﾀﾞﾝ 200KA	PD	36.000	PC
20250808	P100	900	103	31912002400	購発注	4502401652		20250827	20250808	36.000	1210			7	10	再日程計画(前倒し)	6,9URD33TTF1250 1250A AC690V ｼﾔﾀﾞﾝ 200KA	PD	36.000	PC
20250808	P100	900	103	31912002400	購発注	4502414923		20251029	20251104	36.000	1210			7	15	再日程計画(先送り)	6,9URD33TTF1250 1250A AC690V ｼﾔﾀﾞﾝ 200KA	PD	36.000	PC
20250808	P100	900	103	31912003500	購発注	4502399834		20250904	20250910	1.000	1210			7	15	再日程計画(先送り)	6URD33TTF1800 1.8KA AC600V ｼﾔﾀﾞﾝ 100KA ﾃ	PD	0.000	PC
20250808	P100	900	103	31912005200	在庫			00000000	00000000	9.000				6	96	安全在庫レベルを下回りました	6,9URD30TTF160 160A AC690V ｼﾔﾀﾞﾝ 200KA X	PD	10.000	PC
20250808	P100	900	103	31912005200	購発注	4502415502		20250729	00000000	10.000	1210			7	10	再日程計画(前倒し)	6,9URD30TTF160 160A AC690V ｼﾔﾀﾞﾝ 200KA X	PD	10.000	PC
20250808	P100	900	103	31912125400	購発注	4502407285		20251021	00000000	4.000	1210			6	20	手配を取消	CR6L20G 20A AC600V DC735V ｼﾔﾀ*	PD	2.000	PC
20250808	P100	900	103	31912125900	購発注	4502399717		20250827	20250902	5.000	1210			7	15	再日程計画(先送り)	CR6L200G 200A AC600V DC735V ｼ*	PD	0.000	PC
20250808	P100	900	103	31912126000	購発注	4502405831		20250909	20251007	2.000	1210			7	15	再日程計画(先送り)	CR6L250G 250A AC600V DC735V ｼ*	PD	0.000	PC
20250808	P100	900	103	31912126000	購発注	4502414680		20251217	20251202	2.000	1210			7	10	再日程計画(前倒し)	CR6L250G 250A AC600V DC735V ｼ*	PD	0.000	PC
20250808	P100	900	103	31912126000	購発注	4502381890		20260407	20251217	2.000	1210			7	10	再日程計画(前倒し)	CR6L250G 250A AC600V DC735V ｼ*	PD	0.000	PC
20250808	P100	900	103	31912126400	購発注	4502414638		20251029	20251106	2.000	1210			7	15	再日程計画(先送り)	CR2L75G 75A AC250V ｼﾔﾀﾞﾝ 100K*	PD	0.000	PC
20250808	P100	900	103	319121302	在庫			00000000	00000000	7.000				6	96	安全在庫レベルを下回りました	ｿｸﾀﾞﾝﾋﾕｰｽﾞ CR6L-30S 600V	PD	10.000	PC
20250808	P100	900	103	319121302	出荷通	4502390122		20250818	00000000	10.000	1210			3	07	手配終了日付が過去です	ｿｸﾀﾞﾝﾋﾕｰｽﾞ CR6L-30S 600V	PD	10.000	PC
20250808	P100	900	103	31912142100	出荷通	4502390116		20250818	20250821	2.000	1210			7	15	再日程計画(先送り)	CS5F800 800A AC500V ｼﾔﾀﾞﾝ 200*	PD	0.000	PC
20250808	P100	900	103	31912142800	購発注	4502414681		20251029	20251106	6.000	1210			7	15	再日程計画(先送り)	CS1F4700S 4.7KA AC125V ｼﾔﾀﾞﾝ*	PD	6.000	PC
20250808	P100	900	103	31912143000	購発注	4502395214		20251029	20251105	1.000	1210			7	15	再日程計画(先送り)	CS10F800P 800A AC1000V ｼﾔﾀﾞﾝ *	PD	0.000	PC
20250808	P100	900	103	31912145600	購発注	4502395215		20251029	20251105	2.000	1210			7	15	再日程計画(先送り)	CS8F1000 1000A AC800V ｼﾔﾀﾞﾝ 200KA	PD	0.000	PC
20250808	P100	900	103	31912157200	購発注	4502407956		20250909	20250819	24.000	1210			7	10	再日程計画(前倒し)	1.5URGC33TTD4700 4700A AC150V*	PD	24.000	PC
20250808	P100	900	103	31912160201	在庫			00000000	00000000	3.000				6	96	安全在庫レベルを下回りました	8,5URD73TTF1400 1400A AC850V*	PD	20.000	PC
20250808	P100	900	103	31912160201	購発注	4502398341		20250827	20250808	30.000	1210			7	10	再日程計画(前倒し)	8,5URD73TTF1400 1400A AC850V*	PD	20.000	PC
20250808	P100	900	103	31912160201	購発注	4502410465		20251029	20251104	30.000	1210			7	15	再日程計画(先送り)	8,5URD73TTF1400 1400A AC850V*	PD	20.000	PC
20250808	P100	900	103	31912165100	購発注	4502416963		20250626	20250701	2.000	1210			7	15	再日程計画(先送り)	MC3E2-5BSJ ﾏｲｸﾛｽｲﾂﾁ	PD	0.000	PC
20250808	P100	900	103	31912165400	購発注	4502407377		20251006	20250922	100.000	1210			7	10	再日程計画(前倒し)	MS3V1-5BS	PD	90.000	PC
20250808	P100	900	103	31912168100	購発注	4502418352		20251126	20251201	10.000	1210			7	15	再日程計画(先送り)	DCT3-2 3A AC750V DC1000V ｼﾔﾀﾞ*	PD	90.000	PC
20250808	P100	900	103	31912169200	購発注	4502394436		20251126	20250903	3.000	1210			7	10	再日程計画(前倒し)	CR6L150S 150A AC600V DC735V ｼ*	PD	0.000	PC
20250808	P100	900	103	31915000901	購発注	4502418751		20260205	00000000	24.000	1210			6	20	手配を取消	A30X4500-128STA	PD	0.000	PC
20250808	P100	900	108	31971000500	出荷通	4502393068		20250912	20251020	105.000	1210			7	15	再日程計画(先送り)	BMM603-1SQ 30A AC600V CSA	PD	400.000	PC
20250808	P100	900	121	33001123400	出荷通	4502413952		20250822	20250805	6.000	1210			7	10	再日程計画(前倒し)	PF16BS2G 1ｿｳ 4P AC200V 50/60H*	PD	0.000	PC
20250808	P100	900	121	33001123900	購発注	4502413723		20251217	20251222	5.000	1210			7	15	再日程計画(先送り)	PF16BT4F 3ｿｳ 4P AC440V 50/60H*	PD	0.000	PC
20250808	P100	900	121	33001124400	購依頼	0012712953		20250725	00000000	4.000				3	07	手配終了日付が過去です	PF16BT4F 3ｿｳ 4P AC420V 50/60H*	PD	0.000	PC
20250808	P100	900	121	33001124702	購発注	4502415564		20250926	20251003	8.000	1210			7	15	再日程計画(先送り)	PF16BT2B 3ｿｳ 4P AC200V 50/60HZ ﾊｲｷ 400W	PD	0.000	PC
20250808	P100	900	121	33001325500	購発注	4502408417		20250923	20251020	20.000	1210			7	15	再日程計画(先送り)	PF12BS2D-3 1ｿｳ 4P AC200V 50/6*	PD	0.000	PC
20250808	P100	900	121	33001329102	出荷通	4502384316		20250827	20250903	4.000	1210			7	15	再日程計画(先送り)	RV-16S 3ｿｳ 4P AC200V 60HZ ﾊｲｷ*	PD	0.000	PC
20250808	P100	900	121	33001329400	購発注	4502395360		20251029	20251105	4.000	1210			7	15	再日程計画(先送り)	PF16BT4B 3ｿｳ 4P AC420V 60HZ ﾊ*	PD	0.000	PC
20250808	P100	900	121	33001329700	購発注	4502397451		20250604	00000000	3.000	1210			3	07	手配終了日付が過去です	AF55S2E 3ｿｳ 4P AC210V 60HZ ﾊｲ*	PD	0.000	PC
20250808	P100	900	121	33003214904	購発注	4502417687		20250124	00000000	2.000	1210			3	07	手配終了日付が過去です	S16BT2G 3ｿｳ 4P AC200V 50/60HZ*	PD	0.000	PC
20250808	P100	900	136	33111112400	購発注	4502407357		20251006	20250922	20.000	1210			7	10	再日程計画(前倒し)	109S072UL 1ｿｳ AC230V 50/60HZ UL ROHSﾀｲｵｳ	PD	0.000	PC
20250808	P100	900	136	33111114600	購発注	4502418322		20251114	20251010	10.000	1210			7	10	再日程計画(前倒し)	9A0824G4D04 DC 24V 5.04W/*D0A*	PD	50.000	PC
20250808	P100	900	136	33111114600	購発注	4502418323		20251208	20251114	10.000	1210			7	10	再日程計画(前倒し)	9A0824G4D04 DC 24V 5.04W/*D0A*	PD	50.000	PC
20250808	P100	900	136	33111114600	購発注	4502418324		20251215	20251208	10.000	1210			7	10	再日程計画(前倒し)	9A0824G4D04 DC 24V 5.04W/*D0A*	PD	50.000	PC
20250808	P100	900	136	33111114600	購発注	4502416950		20260114	20251215	9.000	1210			7	10	再日程計画(前倒し)	9A0824G4D04 DC 24V 5.04W/*D0A*	PD	50.000	PC
20250808	P100	900	117	33111115100	出荷通	4502402285		20250825	20250731	16.000	1210			7	10	再日程計画(前倒し)	EF-30UBSQ2-K 1ｿｳ 4P 100V 50/6*	PD	0.000	PC
20250808	P100	900	117	33111115100	出荷通	4502400927		20250826	20250902	18.000	1210			7	15	再日程計画(先送り)	EF-30UBSQ2-K 1ｿｳ 4P 100V 50/6*	PD	0.000	PC
20250808	P100	900	117	33111115100	購発注	4502400096		20250827	20250909	6.000	1210			7	15	再日程計画(先送り)	EF-30UBSQ2-K 1ｿｳ 4P 100V 50/6*	PD	0.000	PC
20250808	P100	900	117	33111115100	購発注	4502399050		20250919	20250909	24.000	1210			7	10	再日程計画(前倒し)	EF-30UBSQ2-K 1ｿｳ 4P 100V 50/6*	PD	0.000	PC
20250808	P100	900	117	33111115100	購発注	4502403976		20251029	20250919	24.000	1210			7	10	再日程計画(前倒し)	EF-30UBSQ2-K 1ｿｳ 4P 100V 50/6*	PD	0.000	PC
20250808	P100	900	117	33111115100	購発注	4502404313		20251029	20251104	12.000	1210			7	15	再日程計画(先送り)	EF-30UBSQ2-K 1ｿｳ 4P 100V 50/6*	PD	0.000	PC
20250808	P100	900	136	333111116	購発注	4502404319		20250827	20250901	50.000	1210			7	15	再日程計画(先送り)	109-019C ﾌｲﾝｶﾞｰｶﾞｰﾄﾞ	PD	50.000	PC
20250808	P100	900	136	333111130	購発注	4502410559		20250905	20250822	4.000	1210			7	10	再日程計画(前倒し)	ﾌｱﾝ  109S302    AC200V	PD	0.000	PC
20250808	P100	900	136	333111130	購発注	4502411639		20251029	20250905	6.000	1210			7	10	再日程計画(前倒し)	ﾌｱﾝ  109S302    AC200V	PD	0.000	PC
20250808	P100	900	136	333111130	購発注	4502412741		20251029	20251106	4.000	1210			7	15	再日程計画(先送り)	ﾌｱﾝ  109S302    AC200V	PD	0.000	PC
20250808	P100	900	136	33311120200	在庫			00000000	00000000	90.000				6	96	安全在庫レベルを下回りました	109-602 1ｿｳ AC200V 50/60HZ	PD	100.000	PC
20250808	P100	900	136	33311120200	購発注	4502397315		20251024	20250808	20.000	1210			7	10	再日程計画(前倒し)	109-602 1ｿｳ AC200V 50/60HZ	PD	100.000	PC
20250808	P100	900	136	33311120200	購発注	4502405703		20251024	20250924	20.000	1210			7	10	再日程計画(前倒し)	109-602 1ｿｳ AC200V 50/60HZ	PD	100.000	PC
20250808	P100	900	136	33311129000	購発注	4502414852		20250930	20250724	20.000	1210			7	10	再日程計画(前倒し)	109E2024S002 1ｿｳ DC 24V 45.6W ROHSﾀｲｵｳﾋﾝ	PD	50.000	PC
20250808	P100	900	136	33311129000	購発注	4502414853		20250930	20250901	20.000	1210			7	10	再日程計画(前倒し)	109E2024S002 1ｿｳ DC 24V 45.6W ROHSﾀｲｵｳﾋﾝ	PD	50.000	PC
20250808	P100	900	136	33311129000	購依頼	0012724477		20251022	00000000	20.000	1210			2	03	開始日が過去の新規手配	109E2024S002 1ｿｳ DC 24V 45.6W ROHSﾀｲｵｳﾋﾝ	PD	50.000	PC
20250808	P100	900	136	33311130300	在庫			00000000	00000000	294.000				6	96	安全在庫レベルを下回りました	109E5724H507 検査成績書付 1ｿｳ D*D0A*	PD	400.000	PC
20250808	P100	900	136	33311130300	購発注	4502407355		20251015	20250808	500.000	1210			7	10	再日程計画(前倒し)	109E5724H507 検査成績書付 1ｿｳ D*D0A*	PD	400.000	PC
20250808	P100	900	136	33311133600	購発注	4502365833		20250822	20250904	10.000	1210			7	15	再日程計画(先送り)	109-319E ﾌｲﾝｶﾞｰｶﾞｰﾄﾞ	PD	0.000	PC
20250808	P100	900	136	333112601	購発注	4502415170		20251029	20251105	2.000	1210			7	15	再日程計画(先送り)	ﾌｱﾝｺｰﾄﾞ  489-007-L10	PD	0.000	PC
20250808	P100	900	136	333112601	購発注	4502415171		20251029	20251105	2.000	1210			7	15	再日程計画(先送り)	ﾌｱﾝｺｰﾄﾞ  489-007-L10	PD	0.000	PC
20250808	P100	900	117	33311385400	購発注	4502414450		20250822	20250805	10.000	1210			7	10	再日程計画(前倒し)	UHS7956M-TP 1ｿｳ AC220V 50/60H*	PD	0.000	PC
20250808	P100	900	117	33311387900	在庫			00000000	00000000	195.000				6	96	安全在庫レベルを下回りました	AFB1224EHEBFR DC24V 20.40*D0A*	PD	550.000	PC
20250808	P100	900	117	33311387900	購発注	4502396932		20250707	00000000	288.000	1210			7	10	再日程計画(前倒し)	AFB1224EHEBFR DC24V 20.40*D0A*	PD	550.000	PC
20250808	P100	900	117	33311387900	購発注	4502397741		20250820	20250808	288.000	1210			7	10	再日程計画(前倒し)	AFB1224EHEBFR DC24V 20.40*D0A*	PD	550.000	PC
20250808	P100	900	117	33311387900	購発注	4502398948		20250827	20251006	288.000	1210			7	15	再日程計画(先送り)	AFB1224EHEBFR DC24V 20.40*D0A*	PD	550.000	PC
20250808	P100	900	136	33311388200	購発注	4502406069		20250827	20250903	20.000	1210			7	15	再日程計画(先送り)	9A0924S402 1ｿｳ DC 24V 3.60W	PD	0.000	PC
20250808	P100	900	117	33311392800	購発注	4502405138		20251029	20251104	200.000	1210			7	15	再日程計画(先送り)	AGF15051B24M-167 24V D00A*D0A*	PD	8.000	PC
20250808	P100	900	117	33324000300	購依頼	0012724489		20251014	00000000	160.000	1210			2	03	開始日が過去の新規手配	UTL927A 1ｿｳ 2P AC230V 50/*D0A*	PD	300.000	PC
20250808	P100	900	121	33412000600	出荷通	4502412948		20250926	20251001	3.000	1210			7	15	再日程計画(先送り)	MRW18-DTA 1ｿｳ 200V 50/60HZ XXXXXXXXXX	PD	0.000	PC
20250808	P100	900	121	33412007700	出荷通	4502387977		20250825	20250716	24.000	1210			7	10	再日程計画(前倒し)	MRS18-DUL-F13 1ｿｳ 200V 50/60H*	PD	30.000	PC
20250808	P100	900	121	33412007700	出荷通	4502416108		20250909	20250825	30.000	1210			7	10	再日程計画(前倒し)	MRS18-DUL-F13 1ｿｳ 200V 50/60H*	PD	30.000	PC
20250808	P100	900	121	33412007700	出荷通	4502415703		20250918	20250903	102.000	1210			7	10	再日程計画(前倒し)	MRS18-DUL-F13 1ｿｳ 200V 50/60H*	PD	30.000	PC
20250808	P100	900	121	33412007700	購依頼	0012724511		20250926	00000000	21.000	1210			4	01	新規登録された手配仮作成	MRS18-DUL-F13 1ｿｳ 200V 50/60H*	PD	30.000	PC
20250808	P100	900	121	33412010000	出荷通	4502400846		20250827	20250609	5.000	1210			7	10	再日程計画(前倒し)	MRE16-DH 1ｿｳ 200V 50/60HZ ｶﾞｰ*	PD	0.000	PC
20250808	P100	900	121	33412010000	出荷通	4502401444		20250912	20250609	5.000	1210			7	10	再日程計画(前倒し)	MRE16-DH 1ｿｳ 200V 50/60HZ ｶﾞｰ*	PD	0.000	PC
20250808	P100	900	121	33412010000	出荷通	4502403862		20250912	20250903	5.000	1210			7	10	再日程計画(前倒し)	MRE16-DH 1ｿｳ 200V 50/60HZ ｶﾞｰ*	PD	0.000	PC
20250808	P100	900	121	33412010000	出荷通	4502404244		20250924	20250903	5.000	1210			7	10	再日程計画(前倒し)	MRE16-DH 1ｿｳ 200V 50/60HZ ｶﾞｰ*	PD	0.000	PC
20250808	P100	900	121	33412010000	出荷通	4502407702		20250924	20250912	5.000	1210			7	10	再日程計画(前倒し)	MRE16-DH 1ｿｳ 200V 50/60HZ ｶﾞｰ*	PD	0.000	PC
20250808	P100	900	121	33412010000	購発注	4502408811		20251022	20251003	10.000	1210			7	10	再日程計画(前倒し)	MRE16-DH 1ｿｳ 200V 50/60HZ ｶﾞｰ*	PD	0.000	PC
20250808	P100	900	121	33412010000	購発注	4502411202		20251029	20251022	5.000	1210			7	10	再日程計画(前倒し)	MRE16-DH 1ｿｳ 200V 50/60HZ ｶﾞｰ*	PD	0.000	PC
20250808	P100	900	121	33412010000	購発注	4502412949		20251117	20251106	5.000	1210			7	10	再日程計画(前倒し)	MRE16-DH 1ｿｳ 200V 50/60HZ ｶﾞｰ*	PD	0.000	PC
20250808	P100	900	121	33412010200	出荷通	4502409647		20250820	20250722	14.000	1210			7	10	再日程計画(前倒し)	MRE18-DH 1ｿｳ 200V 50/60HZ ｶﾞｰ*	PD	40.000	PC
20250808	P100	900	111	33600000700	購発注	4502408123		20250827	20250901	1.000	1210			7	15	再日程計画(先送り)	DY25 L/M 25L D0A028600	PD	0.000	PC
20250808	P100	900	134	33999000509	購発注	4502372957		20250827	20250903	9.000	1210			7	15	再日程計画(先送り)	Oﾘﾝｸﾞ P5 ｼﾘｺﾝｺﾞﾑ	PD	0.000	PC
20250808	P100	900	134	33999000522	購発注	4502372958		20250827	20250903	18.000	1210			7	15	再日程計画(先送り)	Oﾘﾝｸﾞ P14 ﾌﾂｿｺﾞﾑ	PD	0.000	PC
20250808	P100	900	999	33999030300	出荷通	4502418888		20250926	20251001	95.000	1210			7	15	再日程計画(先送り)	ﾛｼｶﾞﾝﾏ1	PD	0.000	PC
20250808	P100	900	103	34311130600	購発注	4502419195		20250909	20250916	1.000	1210			7	15	再日程計画(先送り)	NO.221 AC100/110 80dB 82Φ 丸ﾍﾞﾙ	PD	0.000	PC
20250808	P100	900	117	34330000900	購発注	4502410071		20251016	20250926	1000.000	1120			7	10	再日程計画(前倒し)	TE-1275A-TP DC5V 3100Hz 80dB *	PD	1300.000	PC
20250808	P100	900	103	34491003000	在庫			00000000	00000000	6.000				6	96	安全在庫レベルを下回りました	DSEB1114 DC 24V 2.8±0.6kHz 88*	PD	12.000	PC
20250808	P100	900	103	34491003000	出荷通	4502396033		20250818	00000000	10.000	1210			3	07	手配終了日付が過去です	DSEB1114 DC 24V 2.8±0.6kHz 88*	PD	12.000	PC
20250808	P100	900	103	34491003000	出荷通	4502401497		20250818	20250609	10.000	1210			7	10	再日程計画(前倒し)	DSEB1114 DC 24V 2.8±0.6kHz 88*	PD	12.000	PC
20250808	P100	900	103	34491003000	購発注	4502417346		20250825	20250903	10.000	1210			7	15	再日程計画(先送り)	DSEB1114 DC 24V 2.8±0.6kHz 88*	PD	12.000	PC
20250808	P100	900	103	34491003000	購発注	4502407802		20250905	20251003	10.000	1210			7	15	再日程計画(先送り)	DSEB1114 DC 24V 2.8±0.6kHz 88*	PD	12.000	PC
20250808	P100	900	103	34491003000	購発注	4502413815		20251017	20251106	10.000	1210			7	15	再日程計画(先送り)	DSEB1114 DC 24V 2.8±0.6kHz 88*	PD	12.000	PC
20250808	P100	900	103	34491003000	購発注	4502417090		20251204	20251222	10.000	1210			7	15	再日程計画(先送り)	DSEB1114 DC 24V 2.8±0.6kHz 88*	PD	12.000	PC
20250808	P100	900	108	34610000600	購発注	4502405223		20251225	20251105	20.000	1210			7	10	再日程計画(前倒し)	RPS-113511-101 ON3.5L/M ON3.5L/M OFF3.0L	PD	20.000	PC
20250808	P100	900	108	34610001200	出荷通	4502387014		20250821	20250904	10.000	1210			7	15	再日程計画(先送り)	SS-1004A-101 ON0.68L/M OF*D0A*	PD	0.000	PC
20250808	P100	900	117	34613001400	購依頼	0012724455		20250924	00000000	50.000	1210			4	01	新規登録された手配仮作成	ST-S6-PB-R1/4 ON 0.05MPA *D0A*	PD	0.000	PC
20250808	P100	900	117	34613001500	購発注	4502365912		20250822	20250904	20.000	1210			7	15	再日程計画(先送り)	ST-S1-PB-R1/4 ON 0.2MPA OFF 0.15MPA MAX	PD	0.000	PC
20250808	P100	900	103	34711120500	購発注	4502395216		20251029	20251105	3.000	1216			7	15	再日程計画(先送り)	PTVM61A ｶﾍﾝ0-60ﾟC Aｾｯﾃﾝ ｶｹﾞﾝ*	PD	0.000	PC
20250808	P100	900	103	34811130100	在庫			00000000	00000000	18.000				6	96	安全在庫レベルを下回りました	US118BYN ON 60ﾟC ﾄﾞｳｻON ｾﾂﾃﾝ  3A ｾﾂﾃﾝAC1	PD	20.000	PC
20250808	P100	900	103	34811130100	購発注	4502389386		20251021	20250808	100.000	1210			7	10	再日程計画(前倒し)	US118BYN ON 60ﾟC ﾄﾞｳｻON ｾﾂﾃﾝ  3A ｾﾂﾃﾝAC1	PD	20.000	PC
20250808	P100	900	103	34811130900	購発注	4502411218		20251110	20250905	100.000	1210			7	10	再日程計画(前倒し)	US118BYN ON 65ﾟC ﾄﾞｳｻON ｾﾂﾃﾝ*	PD	10.000	PC
20250808	P100	900	117	34811146700	購発注	4502391308		20260327	00000000	1000.000	1210			6	20	手配を取消	OHD3-100B OFF100ﾟC ﾄﾞｳｻOF*D0A*	PD	600.000	PC
20250808	P100	900	117	34811147700	購発注	4502391311		20260327	00000000	100.000	1210			6	20	手配を取消	OHD3-80M ON 80ﾟC ﾄﾞｳｻON ｾﾂﾃﾝ0.5A ｾﾂﾃﾝAC1	PD	50.000	PC
20250808	P100	900	117	34811147900	購発注	4502391571		20251007	20250903	300.000	1210			7	10	再日程計画(前倒し)	OHD3-95M ON 95ﾟC ﾄﾞｳｻON ｾﾂﾃﾝ0*	PD	200.000	PC
20250808	P100	900	117	34811147900	購発注	4502391310		20260210	20251202	300.000	1210			7	10	再日程計画(前倒し)	OHD3-95M ON 95ﾟC ﾄﾞｳｻON ｾﾂﾃﾝ0*	PD	200.000	PC
20250808	P100	900	117	348112120	購発注	4502418480		20251023	20251016	100.000	1210			7	10	再日程計画(前倒し)	ｻｰﾏﾙｶﾞｰﾄﾞ OHD3-70B	PD	50.000	PC
20250808	P100	900	117	34811212200	購発注	4502391309		20260327	00000000	1000.000	1210			6	20	手配を取消	OHD3-90B OFF 90ﾟC ﾄﾞｳｻOFF ｾﾂﾃ*	PD	600.000	PC
20250808	P100	900	117	34811402700	購発注	4502417823		20260224	20250820	5.000	1210			7	10	再日程計画(前倒し)	E52P20CN PT ﾎｺﾞｶﾝSUS316 ﾎｺﾞｶﾝ*	PD	5.000	PC
20250808	P100	900	117	34811405400	購発注	4502408211		20250827	20250901	1.000	1210			7	15	再日程計画(先送り)	TS PT1/4-N6.4 SUS304 PT1/4 ﾏﾙ*	PD	0.000	PC
20250808	P100	900	136	34812000400	購発注	4502408163		20250827	20250901	1.000	1210			7	15	再日程計画(先送り)	KS4 XXXXXXXXXX	PD	0.000	PC
20250808	P100	900	111	34813003601	購発注	4502384994		20250822	20250904	10.000	1210			7	15	再日程計画(先送り)	RK165015B1/8AR5SCFH40PSI *D0A*	PD	5.000	PC
20250808	P100	900	111	34813003701	購発注	4502384995		20250822	20250903	10.000	1210			7	15	再日程計画(先送り)	RK165015B1/8AR30SCFH40PSI*D0A*	PD	6.000	PC
20250808	P100	900	111	34813003701	購発注	4502404328		20250827	20250904	10.000	1210			7	15	再日程計画(先送り)	RK165015B1/8AR30SCFH40PSI*D0A*	PD	6.000	PC
20250808	P100	900	136	34825000300	購発注	4502417834		20250922	20250820	2.000	1210			7	10	再日程計画(前倒し)	STO-4-M2 Rc1/2 2-20L/M H2O 2*	PD	0.000	PC
20250808	P100	900	128	34832003800	出荷通	4502395228		20251029	20251105	1.000	1216			7	15	再日程計画(先送り)	ODM300SPTBS	PD	0.000	PC
20250808	P100	900	111	34832113200	購依頼	0012718762		20250905	00000000	7.000	1210			2	06	手配開始日付が過去です	FD-H32 ｺｳｽｲ､ｼﾞｭﾝｽｲ MAX 200L/M*	PD	0.000	PC
20250808	P100	900	111	34832113200	購依頼	0012720845		20251003	00000000	4.000	1210			2	06	手配開始日付が過去です	FD-H32 ｺｳｽｲ､ｼﾞｭﾝｽｲ MAX 200L/M*	PD	0.000	PC
20250808	P100	900	117	34833005200	購発注	4502372703		20250827	20250903	36.000	1210			7	15	再日程計画(先送り)	3PA119M5-3 ｺｲﾙDC24V ｴｱｰ 7.1KG*	PD	0.000	PC
20250808	P100	900	117	34900000400	購発注	4502401364		20250822	20250904	20.000	1210			7	15	再日程計画(先送り)	SV201-2LCFD24 ｺｲﾙDC24V AI*D0A*	PD	20.000	PC
20250808	P100	900	117	34900000600	購発注	4502402334		20250827	20250903	30.000	1210			7	15	再日程計画(先送り)	SV201-2LCF-NI ｺｲﾙDC24V AIR,CO*	PD	20.000	PC
20250808	P100	900	128	34901008700	出荷通	4502404265		20250827	20250903	18.000	1210			7	15	再日程計画(先送り)	VXD233AAZ ｺｲﾙDC24V ｱﾙｺﾞﾝ 油可*	PD	0.000	PC
20250808	P100	900	302	34910000400	購発注	4502411927		20251210	20251022	320.000	1210			7	10	再日程計画(前倒し)	5505NBR1.5 DC24V AIR,CO2,*D0A*	PD	100.000	PC
