プラント	受注伝票番号	受注明細番号	請求伝票番号	請求明細番号	伝票タイプ	受注先コード	受注先名	品目コード	品目名	受注日	受注数	社内レート	指定納期日	営業所	営業グループ	営業員	品目階層	利益センタ	出荷伝票番号	出荷明細番号	請求済数	請求登録日	請求転記日	標準原価	材料費単価	建値単価	建値	単位	JPY契約換算金額	得意先発注番号	件名	出荷ポイント	入庫番号	販社／直販	直販/販社区分名	得意先グループ	CM記号	国名コード	関係会社コード	地域コード	ネットワーク／指図番号	WBS番号	TECO	COMP	製造時間（生産実績）	設計時間（生産実績）	検査時間（生産実績）	品目タイプ	製品単価	製品単価 社内レート	製品単価 単位	JPY製品換算単価	見積製造原価	見積製造原価 社内レート	見積製造原価 単位	JPY見積製造換算原価	材料費（設計予算：単価）	加工費（設計予算：単価）	購買伝票番号	購買伝票明細	SES請求単価	見積材費	見積材費 社内レート	見積材費 単位	JPY見積換算材費	JPY税換算金額	特裁番号	用途	エンドユーザコード	エンドユーザ名	国名コード（出荷先）	出荷先コード	出荷先名	出荷先住所	出庫転記日	条件グループ１	条件グループ２	用途コード	指定納品書区分	原価区分１	原価区分２	運賃	梱包費	搬入据付費	工事費	取説費用	立会費用	倉庫保管料	諸費用	販売手数料	特記事項	見積書番号	間接費キー	出荷先郵便番号	出荷先部署	出荷先電話番号	廃棄物引取
P100	0000345549	000010	0090857658	000010	Z010	1101639000	ライト電業（株）	A00A1941900	UG1-2050	2025/07/02	1.000	 1.00000	2025/08/01	D200	D72	00005067	E30	P310200	0080919234	000010	1.000	2025/08/01	2025/08/01	40808.0000	40808.0000	61500.00000	61500.00	JPY	61500	655C1029524001～003	月末出荷 (株)長峰製作所様	D110					E	JP		8					             0.0000	             0.0000	             0.0000	FERT	60000.00000	1.00000	JPY	60000.0000	0.00000	0.00000		0.0000	0.0000	0.0000		00000	0.00000	0.00000	0.00000		0.0000	6150		電気炉その他			JP	2180208831	株式会社長峰製作所　	香川県仲多度郡まんのう町岸上1725-26	2025/08/01			E12	3			1500.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000			ZE123	7660026	石井	0877-75-0007	
P100	0000345549	000020	0090857659	000020	Z010	1101639000	ライト電業（株）	A00A19150HB	UG-TB1A CTﾂｷ	2025/07/02	1.000	 1.00000	2025/08/01	D200	D72	00005067	E90	P310200	0080919234	000020	1.000	2025/08/01	2025/08/01	15978.0000	11431.2000	22500.00000	22500.00	JPY	22500	655C1029524001～003	月末出荷 (株)長峰製作所様	D110					E	JP		8					             0.0000	             0.0000	             0.0000	FERT	22500.00000	1.00000	JPY	22500.0000	0.00000	0.00000		0.0000	0.0000	0.0000		00000	0.00000	0.00000	0.00000		0.0000	2250		電気炉その他			JP	2180208831	株式会社長峰製作所　	香川県仲多度郡まんのう町岸上1725-26	2025/08/01			E12	3			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000			ZE102	7660026	石井	0877-75-0007	
P100	0000345216	000010	0090857660	000010	Z010	1102628000	（株）サンセイテクノス	A7A848301	UF3-0350F   J	2025/06/23	1.000	 1.00000	2025/08/01	D200	D72	00005067	E30	P310200	0080920000	000010	1.000	2025/08/01	2025/08/01	277712.0000	245482.1000	260000.00000	260000.00	JPY	260000	001030-6LE44708	株式会社朝日電機製作所様	D110					E	JP		8					             0.0000	             0.0000	             0.0000	FERT	260000.00000	1.00000	JPY	260000.0000	0.00000	0.00000		0.0000	0.0000	0.0000		00000	0.00000	0.00000	0.00000		0.0000	26000		電気炉その他			JP	2100369000	（株）朝日電機製作所	大阪府寝屋川市仁和寺本町４－２０－６	2025/08/01			E12	3			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000			ZE102	5720076		072-838-3031	
P100	0000341270	000010	0090857661	000010	Z010	1100022000	旭テック（株）	A00A1941300	UG1-2150F	2025/03/10	1.000	 1.00000	2025/08/04	D200	D72	00005067	E30	P310200	0080918909	000010	1.000	2025/08/01	2025/08/01	60092.0000	60092.0000	78000.00000	78000.00	JPY	78000	117019519-1	TMTマシナリー株式会社様	D110					E	JP		8					             0.0000	             0.0000	             0.0000	FERT	78000.00000	1.00000	JPY	78000.0000	0.00000	0.00000		0.0000	0.0000	0.0000		00000	0.00000	0.00000	0.00000		0.0000	7800		電気炉その他			JP	2180215461	池田興業株式会社	愛媛県松山市西垣生町１７３０－２	2025/08/01			E12	3			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000			ZE123	7918044	松山第２倉庫	089-973-1289	
P100	0000343390	000010	0090857662	000010	Z010	1100066004	（株）アルメックステクノロジーズ（サイト90日用）	A00A2132500	HKD-10200GU(K)	2025/05/09	4.000	 1.00000	2025/08/04	D300	D75	00003281	M20	P311200	0080919937	000010	4.000	2025/08/01	2025/08/01	0.0000	0.0000	502500.00000	2010000.00	JPY	2010000	C254W00152	ｲﾋﾞﾃﾞﾝ大垣中央(8月分)	D110					M	JP		8	40164453	M-0343390-10			             0.0000	             0.0000	             0.0000	UNBW	500000.00000	1.00000	JPY	500000.0000	0.00000	0.00000		0.0000	0.0000	0.0000		00000	0.00000	336293.00000	1.00000	JPY	336293.0000	201000	92A53897	その他鍍金			JP	2100588000	(株)アルメックステクノロジーズ　中部支店	岐阜県大垣市禾森町６丁目５７番地	2025/08/01			M19	3			10000.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000			ZM103	5030852	杉本	0584-77-6065	
P100	0000343390	000020	0090857663	000020	Z010	1100066004	（株）アルメックステクノロジーズ（サイト90日用）	A00A1172401	#HKD-G CC-LINK I/F	2025/05/09	4.000	 1.00000	2025/08/04	D300	D75	00003281	M20	P311200	0080919937	000020	4.000	2025/08/01	2025/08/01	15595.0000	15595.0000	40000.00000	160000.00	JPY	160000	C254W00152	ｲﾋﾞﾃﾞﾝ大垣中央(8月分)	D110					M	JP		8					             0.0000	             0.0000	             0.0000	FERT	40000.00000	1.00000	JPY	40000.0000	0.00000	0.00000		0.0000	9200.0000	2550.0000		00000	0.00000	0.00000	0.00000		0.0000	16000		その他鍍金			JP	2100588000	(株)アルメックステクノロジーズ　中部支店	岐阜県大垣市禾森町６丁目５７番地	2025/08/01			M19	3			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000			ZM104	5030852	杉本	0584-77-6065	
P100	0000337106	000010	0090857664	000010	Z010	1100074000	因幡電機産業（株）	A7A848601	UF3-0035KF  J	2024/10/31	4.000	 1.00000	2025/04/25	D500	D77	00004286	E30	P313010	0080919720	000010	2.000	2025/08/01	2025/08/01	121498.0000	100773.8000	127000.00000	254000.00	JPY	254000	158-109X68005541/109X91651911	【分納】AKシステム	D110					E	JP		8					             0.0000	             0.0000	             0.0000	FERT	127000.00000	1.00000	JPY	127000.0000	0.00000	0.00000		0.0000	0.0000	0.0000		00000	0.00000	0.00000	0.00000		0.0000	25400		その他電力調整	2180217088	株式会社AKシステム	JP	2180217088	株式会社AKシステム	大分県由布市庄内町大龍１４７４	2025/08/01			E19	3			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000			ZE102	8795413		097-582-3311	
P100	0000342213	000010	0090857665	000010	Z010	1100126007	上村工業（株）製造本部　枚方機械工場	A00A0316600	HKD-3RE　FTYPE　ﾊﾟﾈﾙｶｯﾄ	2025/04/02	1.000	 1.00000	2025/08/04	D200	D72	00004961	M90	P310200	0080919583	000010	1.000	2025/08/01	2025/08/01	33890.0000	17723.0000	55000.00000	55000.00	JPY	55000	3000177529-10～30-7	化興(株)～KOA(株)	D110					M	JP		8					             0.0000	             0.0000	             0.0000	FERT	55000.00000	1.00000	JPY	55000.0000	0.00000	0.00000		0.0000	12648.0000	20039.0000		00000	0.00000	0.00000	0.00000		0.0000	5500		その他鍍金			JP	1100126007	上村工業（株）製造本部　枚方機械工場	大阪府枚方市出口１－１７－２０	2025/08/01			M19	3			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000			ZM107	5730065	倉庫　木戸	072-834-1131	
P100	0000342213	000020	0090857666	000020	Z010	1100126007	上村工業（株）製造本部　枚方機械工場	A00A1699500	HKD-3050GUT106 (K)	2025/04/03	1.000	 1.00000	2025/08/04	D200	D72	00004961	M10	P310200	0080919583	000020	1.000	2025/08/01	2025/08/01	0.0000	0.0000	380000.00000	380000.00	JPY	380000	3000177529-10～30-7	化興(株)～KOA(株)	D110					M	JP		8	40163971	M-0342213-20			             0.0000	             0.0000	             0.0000	UNBW	380000.00000	1.00000	JPY	380000.0000	0.00000	0.00000		0.0000	0.0000	0.0000		00000	0.00000	249324.00000	1.00000	JPY	249324.0000	38000	92A53833	その他鍍金			JP	1100126007	上村工業（株）製造本部　枚方機械工場	大阪府枚方市出口１－１７－２０	2025/08/01			M19	3			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000			ZM103	5730065	倉庫　木戸	072-834-1131	
P100	0000346430	000010	0090857667	000010	Z010	1100143000	（株）ＪＣＵ （物品）	E1B925000	ﾂﾏﾐ	2025/07/25	10.000	 1.00000	2025/08/04	D300	D75	00003281	M90	P311200	0080919979	000010	10.000	2025/08/01	2025/08/01	39.3020	39.3020	600.00000	6000.00	JPY	6000	【F】2025/7/25高橋様	JCU総合研究所	D110					M	JP		8					             0.0000	             0.0000	             0.0000	HALB	500.00000	1.00000	JPY	500.0000	0.00000	0.00000		0.0000	27.6800	0.0000		00000	0.00000	0.00000	0.00000		0.0000	600		その他鍍金			JP	2180210688	（株）ＪＣＵ　総合研究所	神奈川県川崎市麻生区栗木２－４－３	2025/08/01			M19	3			1000.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000				2150033	CS電子技術部　高橋秀臣	044-989-9253	
P100	0000346337	000010	0090857668	000010	Z010	1100170000	ＦＣＭ（株）	A00A12744HB	#HKD-1550GU (C) (N)	2025/07/23	1.000	 1.00000	2025/08/04	D200	D80	00004928	M00	P310200	0080919729	000010	1.000	2025/08/01	2025/08/01	109859.0000	109859.0000	187000.00000	187000.00	JPY	187000	00FG00054111	FCM 富山	D110					M	JP		8					             0.0000	             0.0000	             0.0000	FERT	187000.00000	1.00000	JPY	187000.0000	0.00000	0.00000		0.0000	0.0000	0.0000		00000	0.00000	0.00000	0.00000		0.0000	18700		その他鍍金			JP	2100523000	ＦＣＭ（株）　富山事業所	富山県富山市八尾町保内２－３－６　 富山県八尾中核工業団地	2025/08/01			M19	3			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000			ZM104	9392366	（電子）	076-455-2424	
P100	0000343821	000010	0090857669	000010	Z010	1100218000	オリエンタルエンヂニアリング（株）	A7A848201	UF3-0250F   J	2025/05/20	1.000	 1.00000	2025/08/04	D300	D74	00004427	E30	P311100	0080918915	000010	1.000	2025/08/01	2025/08/01	192040.0000	170289.1000	222500.00000	222500.00	JPY	222500	PF50280745.6	ｱｲ・ﾋﾞｲ・ｹｲ　工事番号P-2504	D110					E	JP		8					             0.0000	             0.0000	             0.0000	FERT	217000.00000	1.00000	JPY	217000.0000	0.00000	0.00000		0.0000	0.0000	0.0000		00000	0.00000	0.00000	0.00000		0.0000	22250		その他電力調整			JP	2100653000	オリエンタルエンヂニアリング　（株）　川越工場	埼玉県川越市芳野台２－８－４９	2025/08/01			E19	3			5500.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000			ZE102	3500833		049-225-5821	
P100	0000343821	000020	0090857670	000020	Z010	1100218000	オリエンタルエンヂニアリング（株）	A7A848001	UF3-0100F   J	2025/05/20	3.000	 1.00000	2025/08/04	D300	D74	00004427	E30	P311100	0080918915	000020	3.000	2025/08/01	2025/08/01	133045.0000	111436.8000	156000.00000	468000.00	JPY	468000	PF50280745.6	ｱｲ・ﾋﾞｲ・ｹｲ　工事番号P-2504	D110					E	JP		8					             0.0000	             0.0000	             0.0000	FERT	156000.00000	1.00000	JPY	156000.0000	0.00000	0.00000		0.0000	0.0000	0.0000		00000	0.00000	0.00000	0.00000		0.0000	46800		その他電力調整			JP	2100653000	オリエンタルエンヂニアリング　（株）　川越工場	埼玉県川越市芳野台２－８－４９	2025/08/01			E19	3			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000			ZE102	3500833		049-225-5821	
P100	0000346395	000010	0090857671	000010	Z010	1100338001	京セラ（株）　鹿児島川内工場	A00A1941200	UG1-2100F	2025/07/25	1.000	 1.00000	2025/08/05	D500	D77	00004286	E30	P313010	0080919935	000010	1.000	2025/08/01	2025/08/01	58293.0000	58293.0000	83000.00000	83000.00	JPY	83000	10067044130	川内工場	D110					E	JP		8					             0.0000	             0.0000	             0.0000	FERT	83000.00000	1.00000	JPY	83000.0000	0.00000	0.00000		0.0000	0.0000	0.0000		00000	0.00000	0.00000	0.00000		0.0000	8300		その他電力調整	1100338001	京セラ（株）　鹿児島川内工場	JP	1100338001	京セラ（株）　鹿児島川内工場	鹿児島県薩摩川内市高城町１８１０	2025/08/01			E19	1			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000			ZE123	8950292	受入倉庫	0996-23-4121	
P100	0000345647	000010	0090857672	000010	Z010	1100437000	（株）コタベ	U0A983100	MRT-B FAN SET	2025/07/04	2.000	 1.00000	2025/08/05	D500	D77	00004286	M90	P313010	0080920077	000010	2.000	2025/08/01	2025/08/01	7834.0000	5327.3000	15000.00000	30000.00	JPY	30000	0769	ミネベア アクセスソリューションズ	D110					M	JP		8					             0.0000	             0.0000	             0.0000	FERT	15000.00000	1.00000	JPY	15000.0000	0.00000	0.00000		0.0000	2600.0000	1800.0000		00000	0.00000	0.00000	0.00000		0.0000	3000		その他鍍金	2101067000	ミネベア アクセスソリューションズ株式会社	JP	2101052000	株式会社　コタベ　宮崎営業所	宮崎県児湯郡高鍋町北高鍋１９１９－１	2025/08/01			M19	2			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000			ZM107	8840002	藤村 和徳	0983-23-5866	
P100	0000344596	000010	0090857673	000010	Z010	1100560000	（株）松風	33999030300	ﾛｼｶﾞﾝﾏ1	2025/06/09	60.000	 1.00000	2025/08/04	D200	D72	00005286	D90	P310200	0080919724	000010	60.000	2025/08/01	2025/08/01	570.0000	570.0000	1350.00000	81000.00	JPY	81000	4501406517-00010	2025/08/04	D110					D	JP		8					             0.0000	             0.0000	             0.0000	ROH	1350.00000	1.00000	JPY	1350.0000	0.00000	0.00000		0.0000	333.0000	0.0000		00000	0.00000	0.00000	0.00000		0.0000	8100		歯科用機器			JP	1100560000	（株）松風	京都市東山区福稲上高松町１１	2025/08/01			D11	1			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000				6050983		075-561-1112	
P100	0000345815	000010	0090857674	000010	Z010	1100560000	（株）松風	E00A1226100	目視用窓(青)	2025/07/09	10.000	 1.00000	2025/08/04	D200	D72	00005286	D90	P310200	0080919725	000010	10.000	2025/08/01	2025/08/01	345.0000	345.0000	800.00000	8000.00	JPY	8000	4501415013-00010	2025/08/04	D110					D	JP		8					             0.0000	             0.0000	             0.0000	HALB	800.00000	1.00000	JPY	800.0000	0.00000	0.00000		0.0000	60.0000	0.0000		00000	0.00000	0.00000	0.00000		0.0000	800		歯科用機器			JP	1100560000	（株）松風	京都市東山区福稲上高松町１１	2025/08/01			D11	1			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000				6050983		075-561-1112	
P100	0000346148	000010	0090857675	000010	Z010	1100560000	（株）松風	672511212	ﾛｼ ｶﾞﾝﾏ0 (ｼﾝｸｳ ﾌｲﾙﾀｰ)	2025/07/16	50.000	 1.00000	2025/08/04	D200	D72	00005286	D90	P310200	0080919726	000010	50.000	2025/08/01	2025/08/01	420.0000	420.0000	800.00000	40000.00	JPY	40000	4501414512-00010	2025/08/04	D110					D	JP		8					             0.0000	             0.0000	             0.0000	ROH	800.00000	1.00000	JPY	800.0000	0.00000	0.00000		0.0000	165.0000	0.0000		00000	0.00000	0.00000	0.00000		0.0000	4000		歯科用機器			JP	1100560000	（株）松風	京都市東山区福稲上高松町１１	2025/08/01			D11	1			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000				6050983		075-561-1112	
P100	0000346510	000010	0090857676	000010	Z010	1100604001	シミヅ産業（株）東大阪支店	A00A12743HB	#HKD-1530GU (C) (N)	2025/07/29	1.000	 1.00000	2025/08/04	D200	D72	00005342	M00	P310200	0080920175	000010	1.000	2025/08/01	2025/08/01	79389.0000	79389.0000	186000.00000	186000.00	JPY	186000	CXN5001	(株)秀商～(株)サーテクノコア	D110					M	JP		8					             0.0000	             0.0000	             0.0000	FERT	186000.00000	1.00000	JPY	186000.0000	0.00000	0.00000		0.0000	0.0000	0.0000		00000	0.00000	0.00000	0.00000		0.0000	18600		その他鍍金			JP	2180217724	株式会社秀商	大阪府大阪市西区南堀江４－１６－１６　ドメイン堀江２F	2025/08/01			M19	3			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000			ZM104	5500015	社長淵上	06-6534-6160	
P100	0000346591	000010	0090857677	000010	Z010	1100751000	高砂電機工業（株）	A00A1941300	UG1-2150F	2025/07/30	3.000	 1.00000	2025/08/04	D200	D72	00005342	E30	P310200	0080920176	000010	3.000	2025/08/01	2025/08/01	60092.0000	60092.0000	82000.00000	246000.00	JPY	246000	851586-153001-206	日金電磁工業様	D110					E	JP		8					             0.0000	             0.0000	             0.0000	FERT	82000.00000	1.00000	JPY	82000.0000	0.00000	0.00000		0.0000	0.0000	0.0000		00000	0.00000	0.00000	0.00000		0.0000	24600		電気炉その他			JP	2180217288	日金電磁工業株式会社	埼玉県川口市安行領根岸１３０８－１	2025/08/01			E12	3			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000			ZE123	3330834		048-283-1002	
P100	0000346410	000010	0090857678	000010	Z010	1101400000	ＴＭＲ（株）	A00A12734HB	#HKD-850GU (C) (N)	2025/07/25	1.000	 1.00000	2025/08/04	D200	D80	00004928	M00	P310200	0080919731	000010	1.000	2025/08/01	2025/08/01	109951.0000	109859.0000	170000.00000	170000.00	JPY	170000	00059943	石川技研	D110					M	JP		8					             0.0000	             0.0000	             0.0000	FERT	170000.00000	1.00000	JPY	170000.0000	0.00000	0.00000		0.0000	0.0000	0.0000		00000	0.00000	0.00000	0.00000		0.0000	17000		その他鍍金			JP	1101400000	ＴＭＲ（株）	鯖江市鳥羽３－１３－４６	2025/08/01			M19	3			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000			ZM104	9160013	津村様　青木	0778-52-9121	
P100	0000346410	000040	0090857679	000040	Z010	1101400000	ＴＭＲ（株）	A00A12735HB	#HKD-8100GU (C) (N)	2025/07/25	1.000	 1.00000	2025/08/04	D200	D80	00004928	M00	P310200	0080919731	000040	1.000	2025/08/01	2025/08/01	111392.0000	111209.0000	210000.00000	210000.00	JPY	210000	00059943	石川技研	D110					M	JP		8					             0.0000	             0.0000	             0.0000	FERT	210000.00000	1.00000	JPY	210000.0000	0.00000	0.00000		0.0000	0.0000	0.0000		00000	0.00000	0.00000	0.00000		0.0000	21000		その他鍍金			JP	1101400000	ＴＭＲ（株）	鯖江市鳥羽３－１３－４６	2025/08/01			M19	3			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000			ZM104	9160013	津村様　青木	0778-52-9121	
P100	0000345536	000010	0090857680	000010	Z010	1101409000	北斗電気工業（株）	A00A1942400	UG1-2350	2025/07/02	3.000	 1.00000	2025/08/04	D200	D72	00005067	E30	P310200	0080918910	000010	3.000	2025/08/01	2025/08/01	84387.0000	84387.0000	102000.00000	306000.00	JPY	306000	2025060299		D110					E	JP		8					             0.0000	             0.0000	             0.0000	FERT	102000.00000	1.00000	JPY	102000.0000	0.00000	0.00000		0.0000	0.0000	0.0000		00000	0.00000	0.00000	0.00000		0.0000	30600		電気炉その他			JP	1101409000	北斗電気工業（株）	広島県呉市阿賀中央７－７－１２	2025/08/01			E12	2			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000			ZE123	7370003		0823-71-5111	
P100	0000346377	000010	0090857681	000010	Z010	1101486000	緑屋電気（株）	A00A1942000	UG1-2075	2025/07/24	1.000	 1.00000	2025/08/04	D300	D74	00004427	E30	P311100	0080919730	000010	1.000	2025/08/01	2025/08/01	43579.0000	43579.0000	76400.00000	76400.00	JPY	76400	YE487909.11.12.14	ﾜｲﾃﾞｨｰﾌﾟﾗｽﾁｯｸｽ	D110					E	JP		8					             0.0000	             0.0000	             0.0000	FERT	72000.00000	1.00000	JPY	72000.0000	0.00000	0.00000		0.0000	0.0000	0.0000		00000	0.00000	0.00000	0.00000		0.0000	7640		その他電力調整			JP	2103101000	緑屋テクノ株式会社	東京都   大田区平和島５－３－１　住友倉庫 OTT倉庫内オムロン平和島5F	2025/08/01			E19	3			4400.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000			ZE123	1430006	平和島物流センター　B001	03-3768-2830	
P100	0000346377	000020	0090857682	000020	Z010	1101486000	緑屋電気（株）	A00A1915HHB	UG-DP50 5Mﾂｷ	2025/07/24	1.000	 1.00000	2025/08/04	D300	D74	00004427	E90	P311100	0080919730	000020	1.000	2025/08/01	2025/08/01	17044.0000	13246.2000	20700.00000	20700.00	JPY	20700	YE487909.11.12.14	ﾜｲﾃﾞｨｰﾌﾟﾗｽﾁｯｸｽ	D110					E	JP		8					             0.0000	             0.0000	             0.0000	FERT	20700.00000	1.00000	JPY	20700.0000	0.00000	0.00000		0.0000	0.0000	0.0000		00000	0.00000	0.00000	0.00000		0.0000	2070		その他電力調整			JP	2103101000	緑屋テクノ株式会社	東京都   大田区平和島５－３－１　住友倉庫 OTT倉庫内オムロン平和島5F	2025/08/01			E19	3			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000			ZE102	1430006	平和島物流センター　B001	03-3768-2830	
P100	0000346377	000050	0090857683	000050	Z010	1101486000	緑屋電気（株）	A00A1915300	UG-TB3 (CC/CV/CW)	2025/07/24	1.000	 1.00000	2025/08/04	D300	D74	00004427	E90	P311100	0080919730	000050	1.000	2025/08/01	2025/08/01	15801.0000	11109.0500	32500.00000	32500.00	JPY	32500	YE487909.11.12.14	ﾜｲﾃﾞｨｰﾌﾟﾗｽﾁｯｸｽ	D110					E	JP		8					             0.0000	             0.0000	             0.0000	FERT	32500.00000	1.00000	JPY	32500.0000	0.00000	0.00000		0.0000	4720.0000	3847.0000		00000	0.00000	0.00000	0.00000		0.0000	3250		その他電力調整			JP	2103101000	緑屋テクノ株式会社	東京都   大田区平和島５－３－１　住友倉庫 OTT倉庫内オムロン平和島5F	2025/08/01			E19	3			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000			ZE102	1430006	平和島物流センター　B001	03-3768-2830	
P100	0000346377	000060	0090857684	000060	Z010	1101486000	緑屋電気（株）	F3A449001	C-1Z 5/0.1A	2025/07/24	1.000	 1.00000	2025/08/04	D300	D74	00004427	E90	P311100	0080919730	000060	1.000	2025/08/01	2025/08/01	4180.0000	4180.0000	6000.00000	6000.00	JPY	6000	YE487909.11.12.14	ﾜｲﾃﾞｨｰﾌﾟﾗｽﾁｯｸｽ	D110					E	JP		8					             0.0000	             0.0000	             0.0000	HALB	6000.00000	1.00000	JPY	6000.0000	0.00000	0.00000		0.0000	791.7300	0.0000		00000	0.00000	0.00000	0.00000		0.0000	600		その他電力調整			JP	2103101000	緑屋テクノ株式会社	東京都   大田区平和島５－３－１　住友倉庫 OTT倉庫内オムロン平和島5F	2025/08/01			E19	3			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000				1430006	平和島物流センター　B001	03-3768-2830	
P100	0000346377	000070	0090857685	000070	Z010	1101486000	緑屋電気（株）	F3A449101	PT(210/3V) 1Φ	2025/07/24	1.000	 1.00000	2025/08/04	D300	D74	00004427	E90	P311100	0080919730	000070	1.000	2025/08/01	2025/08/01	437.1430	437.1430	4500.00000	4500.00	JPY	4500	YE487909.11.12.14	ﾜｲﾃﾞｨｰﾌﾟﾗｽﾁｯｸｽ	D110					E	JP		8					             0.0000	             0.0000	             0.0000	HALB	4500.00000	1.00000	JPY	4500.0000	0.00000	0.00000		0.0000	281.6500	0.0000		00000	0.00000	0.00000	0.00000		0.0000	450		その他電力調整			JP	2103101000	緑屋テクノ株式会社	東京都   大田区平和島５－３－１　住友倉庫 OTT倉庫内オムロン平和島5F	2025/08/01			E19	3			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000				1430006	平和島物流センター　B001	03-3768-2830	
P100	0000346487	000010	0090857686	000010	Z010	1101545000	（株）村田製作所	A00A12742HB	#HKD-1520GU (C) (N)	2025/07/28	2.000	 1.00000	2025/08/04	D200	D72	00005286	M00	P310200	0080919933	000010	2.000	2025/08/01	2025/08/01	79573.0000	79390.0000	167000.00000	334000.00	JPY	334000	6CG4N0047	MMC3 野洲事業所	D110					M	JP		8					             0.0000	             0.0000	             0.0000	FERT	167000.00000	1.00000	JPY	167000.0000	0.00000	0.00000		0.0000	0.0000	0.0000		00000	0.00000	0.00000	0.00000		0.0000	33400		その他鍍金			JP	2100342000	（株）村田製作所　野洲事業所	滋賀県野洲市大篠原２２８８	2025/08/01			M19	1			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000			ZM104	5202393	M棟資材受入係	077-586-8540	
P100	0000342343	000010	0090857687	000010	Z010	1101698000	パナソニック コネクト（株） 溶接プロセス事業部	A00A0826901	HF.UNIT(XC-35&30Aｴｱ)_J	2025/04/07	50.000	 1.00000	2025/08/04	D200	D72	00005067	W90	P310200	0080919723	000010	50.000	2025/08/01	2025/08/01	12245.0000	4668.5000	27000.00000	1350000.00	JPY	1350000	924-396-1	2025/08/04	D110					W	JP		8					             0.0000	             0.0000	             0.0000	FERT	27000.00000	1.00000	JPY	27000.0000	0.00000	0.00000		0.0000	6500.0000	0.0000		00000	0.00000	0.00000	0.00000		0.0000	135000		切断			JP	2100839000	パナソニック コネクト株式会社　7号棟材料管理	大阪府豊中市稲津町３丁目１番１号	2025/08/01			W15	1			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000			ZP101	5610854	溶接プロセス事業部　7号棟材料管理	06-6866-8548	
P100	0000346323	000010	0090857688	000010	Z010	1102693003	（株）アヅマテクノス　東京オフィス	31912005200	6,9URD30TTF160 160A AC690V ｼﾔﾀﾞﾝ 200KA X	2025/07/23	1.000	 1.00000	2025/08/04	D300	D74	00004427	E90	P311100	0080919727	000010	1.000	2025/08/01	2025/08/01	2588.0000	2588.0000	9600.00000	9600.00	JPY	9600	079-25-08151	ｴｲﾁｱｲｼﾞｰ	D110					E	JP		8					             0.0000	             0.0000	             0.0000	ROH	7800.00000	1.00000	JPY	7800.0000	0.00000	0.00000		0.0000	2486.0000	0.0000		00000	0.00000	0.00000	0.00000		0.0000	960		その他電力調整			JP	2180217413	株式会社エイチアイジー	埼玉県春日部市南栄町13-1	2025/08/01			E19	3			1800.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000				3440057	蓮見	048-763-7881	
