分類	完成年月	月数	品目コード	品目テキスト	指図	保管場所	計画開始	計画終了	受注変更前計画終了	WBS要素	プラント	品目タイプ	MRP管理者	MRP管理者名	指図タイプ	指図タイプ名	指図カテゴリ	項目	工場	区分	タイプ	投入数	当月予定数	不良数	最大完成数	過去完成数累計	完成数	完成残数	計画原価	実績原価	原価差異	実績正味原価	正味原価差異	実績副資材	当月副資材	実績間接費	当月間接費	予定原価	不良原価	製品金額	製品残金額	製品不良金額	計画原価ORG	実績原価ORG	原価差異ORG	実績正味原価ORG	正味原価差異ORG	実績副資材ORG	当月副資材ORG	実績間接費ORG	当月間接費ORG	予定原価ORG	不良原価ORG	製品金額ORG	製品残金額ORG	製品不良金額ORG	材料原価	加工原価	経費原価	直接材料費	補助材料費	副資材費	外注加工費	労務費	間接費	設備費	経費	有効価格なし	逆ザヤ	販売伝票	販売伝票明細
10.完成予定	2025/08	 6	A00A2031100	SCB3WF7-35-20KC(T/B切替)	40157026	1911	20250703	20250822		G-0327744-10	P100	UNBW	C17	大型１号ライン	ZPS2	プロジェクト電源（活動割当）	20	大型(内作)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	21698780.000	0.000	21698780.000	0.000	21698780.000	0.000	0.000	0.000	0.000	21698780.000	0.000	0.000	34500000.000	0.000	21698780.000	0.000	21698780.000	0.000	21698780.000	0.000	0.000	0.000	0.000	21698780.000	0.000	0.000	34500000.000	0.000	16631592.000	0.000	5067188.000	16573786.000	0.000	0.000	3033958.000	1238999.000	540077.000	254154.000	57806.000			327744	000010
10.完成予定	2025/08	 4	A00A2036900	SCA4F6-230-326V	40157597	1911	20250718	20250828		G-0328851-10	P100	UNBW	C17	大型１号ライン	ZPS2	プロジェクト電源（活動割当）	20	大型(内作)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	3601516.000	0.000	3601516.000	0.000	3601516.000	0.000	0.000	0.000	0.000	3601516.000	0.000	0.000	5700000.000	0.000	3601516.000	0.000	3601516.000	0.000	3601516.000	0.000	0.000	0.000	0.000	3601516.000	0.000	0.000	5700000.000	0.000	2850930.000	0.000	750586.000	2838963.000	0.000	0.000	449410.000	183529.000	80000.000	37647.000	11967.000			328851	000010
10.完成予定	2025/07	 5	E00B1008001	ACSWﾕﾆｯﾄ_ﾋｰﾄｼﾝｸ	40158596		20241203	20250730		I-0329522-10-01-06-03	P100	HALB	CE1	ヒートシンク（ユニット用）	ZPS2	プロジェクト電源（活動割当）	20	大型(ケース)	滋賀	大型	一品	6.000	6.000	0.000	0.000	0.000	0.000	6.000	168000.000	0.000	168000.000	0.000	168000.000	0.000	0.000	0.000	0.000	0.000	0.000	168000.000	0.000	0.000	168000.000	0.000	168000.000	0.000	168000.000	0.000	0.000	0.000	0.000	0.000	0.000	168000.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/07	 5	E00A6233000	ACSW-UNIT200V ﾌﾞｽﾊﾞｰ	40158597		20241204	20250729		I-0329522-10-01-06-04	P100	HALB	CF1	ブスバー（ユニット用）	ZPS2	プロジェクト電源（活動割当）	20	組外	滋賀	大型	一品	3.000	3.000	0.000	0.000	0.000	0.000	3.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
01.製造完成	2025/08	 6	A00A2043200	RCC-AL3-DD-HDE-R	40159447	1911	20250417	20250808		M-0331916-20	P100	UNBW	CG0	富士電工 S	ZPS2	プロジェクト電源（活動割当）	20	組外	滋賀	大型	一品	1.000	0.000	0.000	1.000	1.000	-1.000	1.000	-3071250.000	-4891274.000	1820024.000	-4891274.000	1820024.000	-61977.000	0.000	-1081423.000	0.000	5561250.000	0.000	-7600000.000	7600000.000	0.000	-3071250.000	-4891274.000	1820024.000	-4891274.000	1820024.000	-61977.000	0.000	-1081423.000	0.000	5561250.000	0.000	-7600000.000	7600000.000	0.000	-2027364.000	0.000	-1043886.000	-1992400.000	0.000	0.000	-625022.000	-255245.000	-111261.000	-52358.000	-34964.000			331916	000020
10.完成予定	2025/08	 6	A00A2058800	SKS450W-800MSP	40159531	1911	20250403	20250818		C-0332092-10	P100	UNBW	CG1	富士電工 S	ZPS2	プロジェクト電源（活動割当）	20	一式	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	27717681.000	0.000	27717681.000	0.000	27717681.000	0.000	0.000	0.000	0.000	27717681.000	0.000	0.000	40530000.000	0.000	27717681.000	0.000	27717681.000	0.000	27717681.000	0.000	0.000	0.000	0.000	27717681.000	0.000	0.000	40530000.000	0.000	7822365.000	13193000.000	6702316.000	7532280.000	0.000	13193000.000	4012984.000	1638811.000	714354.000	336167.000	290085.000			332092	000010
10.完成予定	2025/08	 5	A00A2013800	SCF250TGD40	40159685	1911	20250407	20250819		I-0332440-10	P100	UNBW	C27	大型２号ライン	ZPS2	プロジェクト電源（活動割当）	20	大型(内作)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	13473708.000	0.000	13473708.000	0.000	13473708.000	0.000	0.000	0.000	0.000	13473708.000	0.000	0.000	20200000.000	0.000	13473708.000	0.000	13473708.000	0.000	13473708.000	0.000	0.000	0.000	0.000	13473708.000	0.000	0.000	20200000.000	0.000	10584847.000	0.000	2888861.000	10553005.000	0.000	0.000	1729694.000	706367.000	307904.000	144896.000	31842.000			332440	000010
10.完成予定	2025/08	 4	A00A2031700	SSCF350TGD	40159689	1911	20250407	20250829		I-0332450-10	P100	UNBW	C27	大型２号ライン	ZPS2	プロジェクト電源（活動割当）	20	大型(内作)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	21903663.000	0.000	21903663.000	0.000	21903663.000	0.000	0.000	0.000	0.000	21903663.000	0.000	0.000	34400000.000	0.000	21903663.000	0.000	21903663.000	0.000	21903663.000	0.000	0.000	0.000	0.000	21903663.000	0.000	0.000	34400000.000	0.000	16896713.000	160000.000	4846950.000	16827000.000	0.000	160000.000	2902091.000	1185148.000	516603.000	243108.000	69713.000			332450	000010
10.完成予定	2025/08	 6	A00A2013900	SCF150TGD40	40159691	1911	20250407	20250808		I-0332489-10	P100	UNBW	C27	大型２号ライン	ZPS2	プロジェクト電源（活動割当）	20	大型(内作)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	10516962.000	0.000	10516962.000	0.000	10516962.000	0.000	0.000	0.000	0.000	10516962.000	0.000	0.000	14600000.000	0.000	10516962.000	0.000	10516962.000	0.000	10516962.000	0.000	0.000	0.000	0.000	10516962.000	0.000	0.000	14600000.000	0.000	8203477.000	0.000	2313485.000	8174355.000	0.000	0.000	1385189.000	565680.000	246579.000	116037.000	29122.000			332489	000010
10.完成予定	2025/08	10	A00A2035600	MDCPH-250K-42/44T-13	40160102	1911	20241118	20250828		I-0333103-10	P100	UNBW	C26	大型２号ライン	ZPS2	プロジェクト電源（活動割当）	20	大型(内作)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	16931116.000	0.000	16931116.000	0.000	16931116.000	0.000	0.000	0.000	0.000	16931116.000	0.000	0.000	30600000.000	0.000	16931116.000	0.000	16931116.000	0.000	16931116.000	0.000	0.000	0.000	0.000	16931116.000	0.000	0.000	30600000.000	0.000	16431116.000	500000.000	0.000	16337036.000	0.000	500000.000	0.000	0.000	0.000	0.000	94080.000			333103	000010
10.完成予定	2025/08	 3	A00A2063300	SCAM2F6-170-255VC	40160103	1911	20250711	20250828		G-0333104-10	P100	UNBW	C17	大型１号ライン	ZPS2	プロジェクト電源（活動割当）	20	大型(内作)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	3579144.000	0.000	3579144.000	0.000	3579144.000	0.000	0.000	0.000	0.000	3579144.000	0.000	0.000	7250000.000	0.000	3579144.000	0.000	3579144.000	0.000	3579144.000	0.000	0.000	0.000	0.000	3579144.000	0.000	0.000	7250000.000	0.000	2858056.000	0.000	721088.000	2843000.000	0.000	0.000	431748.000	176316.000	76856.000	36168.000	15056.000			333104	000010
10.完成予定	2025/08	 3	A00A2063400	SCAM26-200-100VC	40160104	1911	20250711	20250828		G-0333104-20	P100	UNBW	C17	大型１号ライン	ZPS2	プロジェクト電源（活動割当）	20	大型(内作)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	3447244.000	0.000	3447244.000	0.000	3447244.000	0.000	0.000	0.000	0.000	3447244.000	0.000	0.000	6900000.000	0.000	3447244.000	0.000	3447244.000	0.000	3447244.000	0.000	0.000	0.000	0.000	3447244.000	0.000	0.000	6900000.000	0.000	2758056.000	0.000	689188.000	2743000.000	0.000	0.000	412648.000	168516.000	73456.000	34568.000	15056.000			333104	000020
10.完成予定	2025/06	 0		ケース	40160188		20241105	20250625		I-0333103-10-01-01	P100		CC0	ケース	ZPS2	プロジェクト電源（活動割当）	20	大型(ケース)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/08	10	A00A2035601	DCPH盤(本体)	40160191		20241118	20250828		I-0333103-10-01-04	P100	UNBW	C28	大型２号ライン	ZPS2	プロジェクト電源（活動割当）	20	大型(内作)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/08	10	A00A2035602	DCPH盤(予備品)	40160193		20241118	20250828		I-0333103-10-01-05	P100	UNBW	C28	大型２号ライン	ZPS2	プロジェクト電源（活動割当）	20	大型(内作)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/08	 0	A00A2065800	FVL-50-12 24ｾﾙ（4個）朝日	40160278	1911	20250820	20250820		C-0333582-20	P100	UNBW	C50	大型５号ライン	ZPS2	プロジェクト電源（活動割当）	20	大型(内作)	滋賀	大型	一品	2.000	2.000	0.000	0.000	0.000	0.000	2.000	268676.000	0.000	268676.000	0.000	268676.000	0.000	0.000	0.000	0.000	268676.000	0.000	0.000	354000.000	0.000	268676.000	0.000	268676.000	0.000	268676.000	0.000	0.000	0.000	0.000	268676.000	0.000	0.000	354000.000	0.000	237300.000	0.000	31376.000	237300.000	0.000	0.000	22052.000	8186.000	0.000	1138.000	0.000			333582	000020
10.完成予定	2025/08	 0	A00A2070900	SKS30-50MSE（INV500VA付）	40160422	1911	20250715	20250826		C-0333986-10	P100	UNBW	CG1	富士電工 S	ZPS2	プロジェクト電源（活動割当）	20	一式	滋賀	大型	一品	2.000	2.000	0.000	0.000	0.000	0.000	2.000	4803812.000	0.000	4803812.000	0.000	4803812.000	0.000	0.000	0.000	0.000	4803812.000	0.000	0.000	8200000.000	0.000	4803812.000	0.000	4803812.000	0.000	4803812.000	0.000	0.000	0.000	0.000	4803812.000	0.000	0.000	8200000.000	0.000	55212.000	3588000.000	1160600.000	4980.000	0.000	3588000.000	694904.000	283784.000	123700.000	58212.000	50232.000			333986	000010
10.完成予定	2025/08	 0	A00A2071000	MSE-50-12 54ｾﾙ（9個）	40160423	1911	20250820	20250820		C-0333986-20	P100	UNBW	C50	大型５号ライン	ZPS2	プロジェクト電源（活動割当）	20	大型(内作)	滋賀	大型	一品	2.000	2.000	0.000	0.000	0.000	0.000	2.000	494000.000	0.000	494000.000	0.000	494000.000	0.000	0.000	0.000	0.000	494000.000	0.000	0.000	800000.000	0.000	494000.000	0.000	494000.000	0.000	494000.000	0.000	0.000	0.000	0.000	494000.000	0.000	0.000	800000.000	0.000	435300.000	0.000	58700.000	435300.000	0.000	0.000	41258.000	15314.000	0.000	2128.000	0.000			333986	000020
10.完成予定	2025/02	 9		ハーネス（一品）	40160446		20241227	20250228		G-0327712-10-01-02	P100		CD1	大型ハーネス	ZPS2	プロジェクト電源（活動割当）	20	大型(ハーネス)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/06	 8	F00A0898800	3φ 5215KVA 3450/106,70V	40160450		20250519	20250603		G-0331386-10-01-01	P100	HALB	CB0	大型変圧	ZPS2	プロジェクト電源（活動割当）	20	大型(変圧)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	19683000.000	0.000	19683000.000	0.000	19683000.000	0.000	0.000	0.000	0.000	0.000	0.000	19683000.000	0.000	0.000	19683000.000	0.000	19683000.000	0.000	19683000.000	0.000	0.000	0.000	0.000	0.000	0.000	19683000.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/06	 4	F00A0898900	ACL 782KVA	40160453		20250519	20250603		G-0331386-10-01-02	P100	HALB	CB0	大型変圧	ZPS2	プロジェクト電源（活動割当）	20	大型(変圧)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	1848000.000	0.000	1848000.000	0.000	1848000.000	0.000	0.000	0.000	0.000	0.000	0.000	1848000.000	0.000	0.000	1848000.000	0.000	1848000.000	0.000	1848000.000	0.000	0.000	0.000	0.000	0.000	0.000	1848000.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
03.12xxNW	2025/08	 1	J00A7158000	ACL金具構成表	40160454		20250416	20250509		G-0331386-10-01-02-01	P100	HALB	CC2	ケース（トランス用）	ZPS2	プロジェクト電源（活動割当）	20	大型(ケース)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	23500.000	23500.000	0.000	4606.000	18894.000	0.000	0.000	0.000	0.000	0.000	0.000	23500.000	0.000	0.000	23500.000	0.000	0.000	23500.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/07	 2	J00A7168700	ｹｰｽ構成表	40160456		20250519	20250710		G-0331386-10-01-03	P100	HALB	CC0	ケース	ZPS2	プロジェクト電源（活動割当）	20	大型(ケース)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	4405200.000	0.000	4405200.000	0.000	4405200.000	0.000	0.000	0.000	0.000	0.000	0.000	4405200.000	0.000	0.000	4405200.000	0.000	4405200.000	0.000	4405200.000	0.000	0.000	0.000	0.000	0.000	0.000	4405200.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/07	 4		大型Ｂ２ハーネス（一品）	40160457		20250528	20250704		G-0331386-10-01-04	P100		CD1	大型ハーネス	ZPS2	プロジェクト電源（活動割当）	20	大型(ハーネス)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/06	 2	J00A7174700	ｹｰｽ構成表(LCP)	40160461		20250512	20250603		G-0331386-10-01-07-01	P100	HALB	CC0	ケース	ZPS2	プロジェクト電源（活動割当）	20	大型(ケース)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	341000.000	0.000	341000.000	0.000	341000.000	0.000	0.000	0.000	0.000	0.000	0.000	341000.000	0.000	0.000	341000.000	0.000	341000.000	0.000	341000.000	0.000	0.000	0.000	0.000	0.000	0.000	341000.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/07	 4		別盤(LCP)_ハーネス（一品）	40160462		20250528	20250704		G-0331386-10-01-07-02	P100		CD1	大型ハーネス	ZPS2	プロジェクト電源（活動割当）	20	大型(ハーネス)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/06	 3	J00A7160800	ｹｰｽ金具構成表	40160465		20250512	20250603		G-0331386-20-01-01	P100	HALB	CC0	ケース	ZPS2	プロジェクト電源（活動割当）	20	大型(ケース)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	451100.000	0.000	451100.000	0.000	451100.000	0.000	0.000	0.000	0.000	0.000	0.000	451100.000	0.000	0.000	451100.000	0.000	451100.000	0.000	451100.000	0.000	0.000	0.000	0.000	0.000	0.000	451100.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/06	 2		ハーネス（一品）	40160466		20250512	20250603		G-0331386-20-01-02	P100		CD1	大型ハーネス	ZPS2	プロジェクト電源（活動割当）	20	大型(ハーネス)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/06	 3	J00A6994500	ｹｰｽ構成表	40160470		20250512	20250603		G-0331386-20-01-05-01	P100	HALB	CC0	ケース	ZPS2	プロジェクト電源（活動割当）	20	大型(ケース)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	78700.000	0.000	78700.000	0.000	78700.000	0.000	0.000	0.000	0.000	0.000	0.000	78700.000	0.000	0.000	78700.000	0.000	78700.000	0.000	78700.000	0.000	0.000	0.000	0.000	0.000	0.000	78700.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/06	 3	J00A7122600	ｹｰｽ構成表	40160474		20250512	20250603		G-0331386-30-01-01	P100	HALB	CC0	ケース	ZPS2	プロジェクト電源（活動割当）	20	大型(ケース)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	59600.000	0.000	59600.000	0.000	59600.000	0.000	0.000	0.000	0.000	0.000	0.000	59600.000	0.000	0.000	59600.000	0.000	59600.000	0.000	59600.000	0.000	0.000	0.000	0.000	0.000	0.000	59600.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/06	 0		ハーネス（一品）	40160475		20250512	20250603		G-0331386-30-01-02	P100		CD1	大型ハーネス	ZPS2	プロジェクト電源（活動割当）	20	大型(ハーネス)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/08	 6	A00A2073400	DC/DCｺﾝﾊﾞｰﾀ100kW	40160643	1911	20250407	20250826		G-0334307-10	P100	UNBW	C17	大型１号ライン	ZPS2	プロジェクト電源（活動割当）	20	大型(内作)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	8607627.000	0.000	8607627.000	0.000	8607627.000	0.000	0.000	0.000	0.000	8607627.000	0.000	0.000	14000000.000	0.000	8607627.000	0.000	8607627.000	0.000	8607627.000	0.000	0.000	0.000	0.000	8607627.000	0.000	0.000	14000000.000	0.000	7007637.000	0.000	1599990.000	6966724.000	0.000	0.000	957987.000	391220.000	170532.000	80251.000	40913.000			334307	000010
10.完成予定	2025/08	 4	A00A2064700	SFST25SGB1-100MSE	40160883	1911	20250723	20250827		I-0334840-10	P100	UNBW	C27	大型２号ライン	ZPS2	プロジェクト電源（活動割当）	20	大型(内作)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	7960212.000	0.000	7960212.000	0.000	7960212.000	0.000	0.000	0.000	0.000	7960212.000	0.000	0.000	11000000.000	0.000	7960212.000	0.000	7960212.000	0.000	7960212.000	0.000	0.000	0.000	0.000	7960212.000	0.000	0.000	11000000.000	0.000	6480666.000	0.000	1479546.000	6457000.000	0.000	0.000	885871.000	361770.000	157695.000	74210.000	23666.000			334840	000010
10.完成予定	2025/08	 0	A00A2078800	MSE100-6  180ｾﾙ60個	40160884	1911	20250820	20250820		I-0334840-20	P100	UNBW	C50	大型５号ライン	ZPS2	プロジェクト電源（活動割当）	20	大型(内作)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	1324659.000	0.000	1324659.000	0.000	1324659.000	0.000	0.000	0.000	0.000	1324659.000	0.000	0.000	1850000.000	0.000	1324659.000	0.000	1324659.000	0.000	1324659.000	0.000	0.000	0.000	0.000	1324659.000	0.000	0.000	1850000.000	0.000	1165230.000	0.000	159429.000	1165230.000	0.000	0.000	112062.000	41590.000	0.000	5777.000	0.000			334840	000020
10.完成予定	2025/08	 4	A00A2079800	SIT15SGD/SKS200-200MSP	40160902	1911	20250725	20250829		I-0334914-10	P100	UNBW	C27	大型２号ライン	ZPS2	プロジェクト電源（活動割当）	20	大型(内作)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	7747790.000	0.000	7747790.000	0.000	7747790.000	0.000	0.000	0.000	0.000	7747790.000	0.000	0.000	11500000.000	0.000	7747790.000	0.000	7747790.000	0.000	7747790.000	0.000	0.000	0.000	0.000	7747790.000	0.000	0.000	11500000.000	0.000	6094360.000	100000.000	1553430.000	6068730.000	0.000	100000.000	930109.000	379836.000	165570.000	77915.000	25630.000			334914	000010
10.完成予定	2025/07	 2	J00A7223600	ｹｰｽ構成表	40160912		20250619	20250711		G-0332291-10-01-01	P100	HALB	CC0	ケース	ZPS2	プロジェクト電源（活動割当）	20	大型(ケース)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	268170.000	0.000	268170.000	0.000	268170.000	0.000	0.000	0.000	0.000	0.000	0.000	268170.000	0.000	0.000	268170.000	0.000	268170.000	0.000	268170.000	0.000	0.000	0.000	0.000	0.000	0.000	268170.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/07	 2		ハーネス（一品）	40160914		20250619	20250711		G-0332291-10-01-03	P100		CD1	大型ハーネス	ZPS2	プロジェクト電源（活動割当）	20	大型(ハーネス)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
06.営業在庫消費	2025/08	 2	A00A0117202	SHA-7	40160920	1910				G-0335029-10	P100	UNBW	C17	大型１号ライン			00	－	－	－	－	-1.000	-1.000	0.000	0.000	0.000	-1.000	0.000	-61578.000	-61578.000	0.000	-61578.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-72000.000	0.000	0.000	-61578.000	-61578.000	0.000	-61578.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-72000.000	0.000	0.000	-19719.600	0.000	-41858.550	-18584.850	-1134.750	0.000	-22602.150	-19256.400	0.000	0.000	0.000				
10.完成予定	2025/08	 4	A00A2031701	入力盤	40160962		20250407	20250829		I-0332450-10-01-03	P100	UNBW	C28	大型２号ライン	ZPS2	プロジェクト電源（活動割当）	20	大型(内作)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/08	 6	A00A2084800	ECA4F6-350-1500LSV No.1	40161144	1911	20250703	20250808		M-0335925-10	P100	UNBW	C17	大型１号ライン	ZPS2	プロジェクト電源（活動割当）	20	大型(内作)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	8586150.000	0.000	8586150.000	0.000	8586150.000	0.000	0.000	0.000	0.000	8586150.000	0.000	0.000	11700000.000	0.000	8586150.000	0.000	8586150.000	0.000	8586150.000	0.000	0.000	0.000	0.000	8586150.000	0.000	0.000	11700000.000	0.000	6690251.000	0.000	1895899.000	6649200.000	0.000	0.000	1135161.000	463574.000	202071.000	95093.000	41051.000			335925	000010
10.完成予定	2025/08	 6	A00A2084900	ECA4F6-350-1500LSV No.2	40161145	1911	20250703	20250808		M-0335925-20	P100	UNBW	C17	大型１号ライン	ZPS2	プロジェクト電源（活動割当）	20	大型(内作)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	8225404.000	0.000	8225404.000	0.000	8225404.000	0.000	0.000	0.000	0.000	8225404.000	0.000	0.000	11200000.000	0.000	8225404.000	0.000	8225404.000	0.000	8225404.000	0.000	0.000	0.000	0.000	8225404.000	0.000	0.000	11200000.000	0.000	6416751.000	0.000	1808653.000	6379200.000	0.000	0.000	1082923.000	442241.000	192772.000	90717.000	37551.000			335925	000020
