プラント	受注伝票番号	受注明細番号	請求伝票番号	請求明細番号	伝票タイプ	受注先コード	受注先名	品目コード	品目名	受注日	受注数	社内レート	指定納期日	営業所	営業グループ	営業員	品目階層	利益センタ	出荷伝票番号	出荷明細番号	請求済数	請求登録日	請求転記日	標準原価	材料費単価	建値単価	建値	単位	JPY契約換算金額	得意先発注番号	件名	出荷ポイント	入庫番号	販社／直販	直販/販社区分名	得意先グループ	CM記号	国名コード	関係会社コード	地域コード	ネットワーク／指図番号	WBS番号	TECO	COMP	製造時間（生産実績）	設計時間（生産実績）	検査時間（生産実績）	品目タイプ	製品単価	製品単価 社内レート	製品単価 単位	JPY製品換算単価	見積製造原価	見積製造原価 社内レート	見積製造原価 単位	JPY見積製造換算原価	材料費（設計予算：単価）	加工費（設計予算：単価）	購買伝票番号	購買伝票明細	SES請求単価	見積材費	見積材費 社内レート	見積材費 単位	JPY見積換算材費	JPY税換算金額	特裁番号	用途	エンドユーザコード	エンドユーザ名	国名コード（出荷先）	出荷先コード	出荷先名	出荷先住所	出庫転記日	条件グループ１	条件グループ２	用途コード	指定納品書区分	原価区分１	原価区分２	運賃	梱包費	搬入据付費	工事費	取説費用	立会費用	倉庫保管料	諸費用	販売手数料	特記事項	見積書番号	間接費キー	出荷先郵便番号	出荷先部署	出荷先電話番号	廃棄物引取
P200	0000339367	000010	0090857636	000011	Z010	1101646011	（株）ＲＹＯＤＥＮ　東京支社	S00A0093701	DCA250MD160 R	2025/01/10	500.000	 1.00000	2025/08/04	E200	E22	00004546	SA0	P321010	0080919285	900001	36.000	2025/08/01	2025/08/01	4146.6340	3012.0030	6810.00000	245160.00	JPY	245160	302969	株式会社TMEIC	D210					S	JP		8					             0.0000	             0.0000	             0.0000	FERT	6810.00000	1.00000	JPY	6810.0000	0.00000	0.00000		0.0000	0.0000	0.0000		00000	0.00000	0.00000	0.00000		0.0000	24516		各種電源装置	2180215484	（株）TMEIC　府中事業所	JP	2180206911	(株)RYODEN　東日本物流センター　	千葉県山武郡芝山町大台3155-65　　芝山第2工業団地内 アルプス物流成田営業所4階内	2025/08/01			S30	2			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	20250804			2891605	半デ2部	0479-78-6371	
P200	0000339367	000010	0090857636	000012	Z010	1101646011	（株）ＲＹＯＤＥＮ　東京支社	S00A0093701	DCA250MD160 R	2025/01/10	500.000	 1.00000	2025/08/04	E200	E22	00004546	SA0	P321010	0080919285	900002	179.000	2025/08/01	2025/08/01	4146.6340	3012.0030	6810.00000	1218990.00	JPY	1218990	302969	株式会社TMEIC	D210					S	JP		8					             0.0000	             0.0000	             0.0000	FERT	6810.00000	1.00000	JPY	6810.0000	0.00000	0.00000		0.0000	0.0000	0.0000		00000	0.00000	0.00000	0.00000		0.0000	121899		各種電源装置	2180215484	（株）TMEIC　府中事業所	JP	2180206911	(株)RYODEN　東日本物流センター　	千葉県山武郡芝山町大台3155-65　　芝山第2工業団地内 アルプス物流成田営業所4階内	2025/08/01			S30	2			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	20250804			2891605	半デ2部	0479-78-6371	
P200	0000339367	000010	0090857636	000013	Z010	1101646011	（株）ＲＹＯＤＥＮ　東京支社	S00A0093701	DCA250MD160 R	2025/01/10	500.000	 1.00000	2025/08/04	E200	E22	00004546	SA0	P321010	0080919285	900003	88.000	2025/08/01	2025/08/01	4146.6340	3012.0030	6810.00000	599280.00	JPY	599280	302969	株式会社TMEIC	D210					S	JP		8					             0.0000	             0.0000	             0.0000	FERT	6810.00000	1.00000	JPY	6810.0000	0.00000	0.00000		0.0000	0.0000	0.0000		00000	0.00000	0.00000	0.00000		0.0000	59928		各種電源装置	2180215484	（株）TMEIC　府中事業所	JP	2180206911	(株)RYODEN　東日本物流センター　	千葉県山武郡芝山町大台3155-65　　芝山第2工業団地内 アルプス物流成田営業所4階内	2025/08/01			S30	2			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	20250804			2891605	半デ2部	0479-78-6371	
P200	0000339367	000010	0090857636	000014	Z010	1101646011	（株）ＲＹＯＤＥＮ　東京支社	S00A0093701	DCA250MD160 R	2025/01/10	500.000	 1.00000	2025/08/04	E200	E22	00004546	SA0	P321010	0080919285	900004	178.000	2025/08/01	2025/08/01	4146.6340	3012.0030	6810.00000	1212180.00	JPY	1212180	302969	株式会社TMEIC	D210					S	JP		8					             0.0000	             0.0000	             0.0000	FERT	6810.00000	1.00000	JPY	6810.0000	0.00000	0.00000		0.0000	0.0000	0.0000		00000	0.00000	0.00000	0.00000		0.0000	121218		各種電源装置	2180215484	（株）TMEIC　府中事業所	JP	2180206911	(株)RYODEN　東日本物流センター　	千葉県山武郡芝山町大台3155-65　　芝山第2工業団地内 アルプス物流成田営業所4階内	2025/08/01			S30	2			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	20250804			2891605	半デ2部	0479-78-6371	
P200	0000339367	000010	0090857636	000015	Z010	1101646011	（株）ＲＹＯＤＥＮ　東京支社	S00A0093701	DCA250MD160 R	2025/01/10	500.000	 1.00000	2025/08/04	E200	E22	00004546	SA0	P321010	0080919285	900005	19.000	2025/08/01	2025/08/01	4146.6340	3012.0030	6810.00000	129390.00	JPY	129390	302969	株式会社TMEIC	D210					S	JP		8					             0.0000	             0.0000	             0.0000	FERT	6810.00000	1.00000	JPY	6810.0000	0.00000	0.00000		0.0000	0.0000	0.0000		00000	0.00000	0.00000	0.00000		0.0000	12939		各種電源装置	2180215484	（株）TMEIC　府中事業所	JP	2180206911	(株)RYODEN　東日本物流センター　	千葉県山武郡芝山町大台3155-65　　芝山第2工業団地内 アルプス物流成田営業所4階内	2025/08/01			S30	2			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	20250804			2891605	半デ2部	0479-78-6371	
P200	0000342523	000010	0090857637	000011	Z010	1101646011	（株）ＲＹＯＤＥＮ　東京支社	S00A00024Q0	TMG16CQ60 LQ	2025/04/11	28000.000	 1.00000	2025/08/05	E200	E22	00004546	S31	P321010	0080919392	900001	18500.000	2025/08/01	2025/08/01	35.7530	26.8230	37.00000	684500.00	JPY	684500	401068		D210					S	JP		8					             0.0000	             0.0000	             0.0000	FERT	37.00000	1.00000	JPY	37.0000	0.00000	0.00000		0.0000	0.0000	0.0000		00000	0.00000	0.00000	0.00000		0.0000	68450		一般家電	2103624000	三菱電機ホーム機器株式会社	JP	2180206911	(株)RYODEN　東日本物流センター　	千葉県山武郡芝山町大台3155-65　　芝山第2工業団地内 アルプス物流成田営業所4階内	2025/08/01			S90	2			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	2025/8/5			2891605	半デ2部	0479-78-6371	
P200	0000342523	000010	0090857638	000011	Z010	1101646011	（株）ＲＹＯＤＥＮ　東京支社	S00A00024Q0	TMG16CQ60 LQ	2025/04/11	28000.000	 1.00000	2025/08/05	E200	E22	00004546	S31	P321010	0080920220	900001	155.000	2025/08/01	2025/08/01	35.7530	26.8230	37.00000	5735.00	JPY	5735	401068		D210					S	JP		8					             0.0000	             0.0000	             0.0000	FERT	37.00000	1.00000	JPY	37.0000	0.00000	0.00000		0.0000	0.0000	0.0000		00000	0.00000	0.00000	0.00000		0.0000	574		一般家電	2103624000	三菱電機ホーム機器株式会社	JP	2180206911	(株)RYODEN　東日本物流センター　	千葉県山武郡芝山町大台3155-65　　芝山第2工業団地内 アルプス物流成田営業所4階内	2025/08/01			S90	2			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	2025/8/5			2891605	半デ2部	0479-78-6371	
P200	0000342523	000010	0090857638	000012	Z010	1101646011	（株）ＲＹＯＤＥＮ　東京支社	S00A00024Q0	TMG16CQ60 LQ	2025/04/11	28000.000	 1.00000	2025/08/05	E200	E22	00004546	S31	P321010	0080920220	900002	9345.000	2025/08/01	2025/08/01	35.7530	26.8230	37.00000	345765.00	JPY	345765	401068		D210					S	JP		8					             0.0000	             0.0000	             0.0000	FERT	37.00000	1.00000	JPY	37.0000	0.00000	0.00000		0.0000	0.0000	0.0000		00000	0.00000	0.00000	0.00000		0.0000	34576		一般家電	2103624000	三菱電機ホーム機器株式会社	JP	2180206911	(株)RYODEN　東日本物流センター　	千葉県山武郡芝山町大台3155-65　　芝山第2工業団地内 アルプス物流成田営業所4階内	2025/08/01			S90	2			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	2025/8/5			2891605	半デ2部	0479-78-6371	
P200	0000340699	000010	0090857639	000011	Z010	1101698000	パナソニック コネクト（株） 溶接プロセス事業部	452C70160	DF200AA160 R	2025/02/20	80.000	 1.00000	2025/07/31	E200	E21	00005112	SB0	P320020	0080919257	900001	33.000	2025/08/01	2025/08/01	2904.2410	2023.3190	3930.00000	129690.00	JPY	129690	928-3454-1	DF200AA1604ヶ月以上納期確認済み	D210					S	JP		8					             0.0000	             0.0000	             0.0000	FERT	3930.00000	1.00000	JPY	3930.0000	0.00000	0.00000		0.0000	1165.6100	812.7200		00000	0.00000	0.00000	0.00000		0.0000	12969		溶接機			JP	2100839000	パナソニック コネクト株式会社　7号棟材料管理	大阪府豊中市稲津町３丁目１番１号	2025/08/01			S80	1			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	2025/08/05			5610854	溶接プロセス事業部　7号棟材料管理	06-6866-8548	
P200	0000340699	000010	0090857639	000012	Z010	1101698000	パナソニック コネクト（株） 溶接プロセス事業部	452C70160	DF200AA160 R	2025/02/20	80.000	 1.00000	2025/07/31	E200	E21	00005112	SB0	P320020	0080919257	900002	47.000	2025/08/01	2025/08/01	2904.2410	2023.3190	3930.00000	184710.00	JPY	184710	928-3454-1	DF200AA1604ヶ月以上納期確認済み	D210					S	JP		8					             0.0000	             0.0000	             0.0000	FERT	3930.00000	1.00000	JPY	3930.0000	0.00000	0.00000		0.0000	1165.6100	812.7200		00000	0.00000	0.00000	0.00000		0.0000	18471		溶接機			JP	2100839000	パナソニック コネクト株式会社　7号棟材料管理	大阪府豊中市稲津町３丁目１番１号	2025/08/01			S80	1			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	2025/08/05			5610854	溶接プロセス事業部　7号棟材料管理	06-6866-8548	
P200	0000340332	000010	0090857640	000011	Z010	1101698000	パナソニック コネクト（株） 溶接プロセス事業部	454C60060	FDF60BA60 R	2025/02/07	50.000	 1.00000	2025/07/31	E200	E21	00005112	SC0	P320020	0080919258	900001	50.000	2025/08/01	2025/08/01	1745.6350	1072.4570	2280.00000	114000.00	JPY	114000	928-3452-2	FDF60BA604ヶ月以上納期確認済み	D210					S	JP		8					             0.0000	             0.0000	             0.0000	FERT	2280.00000	1.00000	JPY	2280.0000	0.00000	0.00000		0.0000	645.0100	525.1400		00000	0.00000	0.00000	0.00000		0.0000	11400		溶接機			JP	2100839000	パナソニック コネクト株式会社　7号棟材料管理	大阪府豊中市稲津町３丁目１番１号	2025/08/01			S80	1			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	2025/08/06			5610854	溶接プロセス事業部　7号棟材料管理	06-6866-8548	
P200	0000333930	000010	0090857641	000011	Z010	1101698000	パナソニック コネクト（株） 溶接プロセス事業部	458550060	FRG25BA60	2024/07/25	400.000	 1.00000	2025/07/31	E200	E21	00005112	S32	P320020	0080919259	900001	400.000	2025/08/01	2025/08/01	155.0990	122.5230	420.00000	168000.00	JPY	168000	928-3447-60	生産管理連絡済み11/1注文番号変更:928-3438-30→928-3447-60出荷先コード変更：2180206199→210083900011/6納期変更：2025/08/05→2025/7/31	D210					S	JP		8					             0.0000	             0.0000	             0.0000	FERT	420.00000	1.00000	JPY	420.0000	0.00000	0.00000		0.0000	0.0000	0.0000		00000	0.00000	0.00000	0.00000		0.0000	16800		溶接機			JP	2100839000	パナソニック コネクト株式会社　7号棟材料管理	大阪府豊中市稲津町３丁目１番１号	2025/08/01			S80	1			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	2025/08/05			5610854	溶接プロセス事業部　7号棟材料管理	06-6866-8548	
P200	0000333923	000010	0090857642	000011	Z010	1101698000	パナソニック コネクト（株） 溶接プロセス事業部	S00A0161501	FDS100BA60 X	2024/07/25	200.000	 1.00000	2025/07/31	E200	E21	00005112	SC0	P320020	0080919260	900001	200.000	2025/08/01	2025/08/01	1579.3190	1415.6750	2280.00000	456000.00	JPY	456000	928-3447-51	生産管理連絡済み11/1注文番号変更:928-3438-23→928-3447-51出荷先コード変更：2180206199→210083900011/6納期変更：2025/08/05→2025/7/31	D210					S	JP		8					             0.0000	             0.0000	             0.0000	FERT	2280.00000	1.00000	JPY	2280.0000	0.00000	0.00000		0.0000	0.0000	0.0000		00000	0.00000	0.00000	0.00000		0.0000	45600		溶接機			JP	2100839000	パナソニック コネクト株式会社　7号棟材料管理	大阪府豊中市稲津町３丁目１番１号	2025/08/01			S80	1			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	2025/08/05			5610854	溶接プロセス事業部　7号棟材料管理	06-6866-8548	
P200	0000333909	000010	0090857643	000011	Z010	1101698000	パナソニック コネクト（株） 溶接プロセス事業部	452C50160	DF150AA160 R	2024/07/25	120.000	 1.00000	2025/07/31	E200	E21	00005112	SB0	P320020	0080919261	900001	120.000	2025/08/01	2025/08/01	2593.1800	1857.4270	3120.00000	374400.00	JPY	374400	928-3447-18	生産管理連絡済み10/31注文番号変更:928-3438-9→928-3447-1811/1出荷先コード変更：2180206199→210083900011/6	D210					S	JP		8					             0.0000	             0.0000	             0.0000	FERT	3120.00000	1.00000	JPY	3120.0000	0.00000	0.00000		0.0000	1204.0000	622.6600		00000	0.00000	0.00000	0.00000		0.0000	37440		溶接機			JP	2100839000	パナソニック コネクト株式会社　7号棟材料管理	大阪府豊中市稲津町３丁目１番１号	2025/08/01			S80	1			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	2025/08/05			5610854	溶接プロセス事業部　7号棟材料管理	06-6866-8548	
P200	0000328294	000010	0090857644	000011	Z010	1101698000	パナソニック コネクト（株） 溶接プロセス事業部	455C100501A	FRS300BA50(W) R	2024/02/13	3000.000	 1.00000	2025/07/31	E200	E21	00005112	SC0	P320020	0080919262	900001	413.000	2025/08/01	2025/08/01	1846.1950	1420.4350	1690.00000	697970.00	JPY	697970	928-3447-65	2/13予約受注：306933取消→Z010へ受注変更11/1注文番号変更:928-3052-54→928-3447-65納期変更:2025/04/05→2025/8/5出荷先発注日付変更:2025/01/15→2025/8/511/6	D210					S	JP		8					             0.0000	             0.0000	             0.0000	FERT	1690.00000	1.00000	JPY	1690.0000	0.00000	0.00000		0.0000	0.0000	0.0000		00000	0.00000	0.00000	0.00000		0.0000	69797		溶接機			JP	2100839000	パナソニック コネクト株式会社　7号棟材料管理	大阪府豊中市稲津町３丁目１番１号	2025/08/01			S80	1			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	2025/1/15			5610854	溶接プロセス事業部　7号棟材料管理	06-6866-8548	
P200	0000328294	000010	0090857644	000012	Z010	1101698000	パナソニック コネクト（株） 溶接プロセス事業部	455C100501A	FRS300BA50(W) R	2024/02/13	3000.000	 1.00000	2025/07/31	E200	E21	00005112	SC0	P320020	0080919262	900002	398.000	2025/08/01	2025/08/01	1846.1950	1420.4350	1690.00000	672620.00	JPY	672620	928-3447-65	2/13予約受注：306933取消→Z010へ受注変更11/1注文番号変更:928-3052-54→928-3447-65納期変更:2025/04/05→2025/8/5出荷先発注日付変更:2025/01/15→2025/8/511/6	D210					S	JP		8					             0.0000	             0.0000	             0.0000	FERT	1690.00000	1.00000	JPY	1690.0000	0.00000	0.00000		0.0000	0.0000	0.0000		00000	0.00000	0.00000	0.00000		0.0000	67262		溶接機			JP	2100839000	パナソニック コネクト株式会社　7号棟材料管理	大阪府豊中市稲津町３丁目１番１号	2025/08/01			S80	1			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	2025/1/15			5610854	溶接プロセス事業部　7号棟材料管理	06-6866-8548	
P200	0000328294	000010	0090857644	000013	Z010	1101698000	パナソニック コネクト（株） 溶接プロセス事業部	455C100501A	FRS300BA50(W) R	2024/02/13	3000.000	 1.00000	2025/07/31	E200	E21	00005112	SC0	P320020	0080919262	900003	400.000	2025/08/01	2025/08/01	1846.1950	1420.4350	1690.00000	676000.00	JPY	676000	928-3447-65	2/13予約受注：306933取消→Z010へ受注変更11/1注文番号変更:928-3052-54→928-3447-65納期変更:2025/04/05→2025/8/5出荷先発注日付変更:2025/01/15→2025/8/511/6	D210					S	JP		8					             0.0000	             0.0000	             0.0000	FERT	1690.00000	1.00000	JPY	1690.0000	0.00000	0.00000		0.0000	0.0000	0.0000		00000	0.00000	0.00000	0.00000		0.0000	67600		溶接機			JP	2100839000	パナソニック コネクト株式会社　7号棟材料管理	大阪府豊中市稲津町３丁目１番１号	2025/08/01			S80	1			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	2025/1/15			5610854	溶接プロセス事業部　7号棟材料管理	06-6866-8548	
P200	0000328294	000010	0090857644	000014	Z010	1101698000	パナソニック コネクト（株） 溶接プロセス事業部	455C100501A	FRS300BA50(W) R	2024/02/13	3000.000	 1.00000	2025/07/31	E200	E21	00005112	SC0	P320020	0080919262	900004	400.000	2025/08/01	2025/08/01	1846.1950	1420.4350	1690.00000	676000.00	JPY	676000	928-3447-65	2/13予約受注：306933取消→Z010へ受注変更11/1注文番号変更:928-3052-54→928-3447-65納期変更:2025/04/05→2025/8/5出荷先発注日付変更:2025/01/15→2025/8/511/6	D210					S	JP		8					             0.0000	             0.0000	             0.0000	FERT	1690.00000	1.00000	JPY	1690.0000	0.00000	0.00000		0.0000	0.0000	0.0000		00000	0.00000	0.00000	0.00000		0.0000	67600		溶接機			JP	2100839000	パナソニック コネクト株式会社　7号棟材料管理	大阪府豊中市稲津町３丁目１番１号	2025/08/01			S80	1			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	2025/1/15			5610854	溶接プロセス事業部　7号棟材料管理	06-6866-8548	
P200	0000328294	000010	0090857644	000015	Z010	1101698000	パナソニック コネクト（株） 溶接プロセス事業部	455C100501A	FRS300BA50(W) R	2024/02/13	3000.000	 1.00000	2025/07/31	E200	E21	00005112	SC0	P320020	0080919262	900005	400.000	2025/08/01	2025/08/01	1846.1950	1420.4350	1690.00000	676000.00	JPY	676000	928-3447-65	2/13予約受注：306933取消→Z010へ受注変更11/1注文番号変更:928-3052-54→928-3447-65納期変更:2025/04/05→2025/8/5出荷先発注日付変更:2025/01/15→2025/8/511/6	D210					S	JP		8					             0.0000	             0.0000	             0.0000	FERT	1690.00000	1.00000	JPY	1690.0000	0.00000	0.00000		0.0000	0.0000	0.0000		00000	0.00000	0.00000	0.00000		0.0000	67600		溶接機			JP	2100839000	パナソニック コネクト株式会社　7号棟材料管理	大阪府豊中市稲津町３丁目１番１号	2025/08/01			S80	1			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	2025/1/15			5610854	溶接プロセス事業部　7号棟材料管理	06-6866-8548	
P200	0000328294	000010	0090857644	000016	Z010	1101698000	パナソニック コネクト（株） 溶接プロセス事業部	455C100501A	FRS300BA50(W) R	2024/02/13	3000.000	 1.00000	2025/07/31	E200	E21	00005112	SC0	P320020	0080919262	900006	397.000	2025/08/01	2025/08/01	1846.1950	1420.4350	1690.00000	670930.00	JPY	670930	928-3447-65	2/13予約受注：306933取消→Z010へ受注変更11/1注文番号変更:928-3052-54→928-3447-65納期変更:2025/04/05→2025/8/5出荷先発注日付変更:2025/01/15→2025/8/511/6	D210					S	JP		8					             0.0000	             0.0000	             0.0000	FERT	1690.00000	1.00000	JPY	1690.0000	0.00000	0.00000		0.0000	0.0000	0.0000		00000	0.00000	0.00000	0.00000		0.0000	67093		溶接機			JP	2100839000	パナソニック コネクト株式会社　7号棟材料管理	大阪府豊中市稲津町３丁目１番１号	2025/08/01			S80	1			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	2025/1/15			5610854	溶接プロセス事業部　7号棟材料管理	06-6866-8548	
P200	0000328294	000010	0090857644	000017	Z010	1101698000	パナソニック コネクト（株） 溶接プロセス事業部	455C100501A	FRS300BA50(W) R	2024/02/13	3000.000	 1.00000	2025/07/31	E200	E21	00005112	SC0	P320020	0080919262	900007	592.000	2025/08/01	2025/08/01	1846.1950	1420.4350	1690.00000	1000480.00	JPY	1000480	928-3447-65	2/13予約受注：306933取消→Z010へ受注変更11/1注文番号変更:928-3052-54→928-3447-65納期変更:2025/04/05→2025/8/5出荷先発注日付変更:2025/01/15→2025/8/511/6	D210					S	JP		8					             0.0000	             0.0000	             0.0000	FERT	1690.00000	1.00000	JPY	1690.0000	0.00000	0.00000		0.0000	0.0000	0.0000		00000	0.00000	0.00000	0.00000		0.0000	100048		溶接機			JP	2100839000	パナソニック コネクト株式会社　7号棟材料管理	大阪府豊中市稲津町３丁目１番１号	2025/08/01			S80	1			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	2025/1/15			5610854	溶接プロセス事業部　7号棟材料管理	06-6866-8548	
P200	0000341149	000010	0090857645	000011	Z010	1101848003	富士電機（株）パワエレ事業本部　鈴鹿工場	S00A0145806	DCA200DB160 R 特殊A	2025/03/06	216.000	 1.00000	2025/08/04	E200	E24	00005155	SA0	P322010	0080919282	900001	48.000	2025/08/01	2025/08/01	1864.1550	1227.3210	1750.00000	84000.00	JPY	84000	GV3082765	736830101S120161　4ヶ月以上納期確認済み	D210					S	JP		8					             0.0000	             0.0000	             0.0000	FERT	1750.00000	1.00000	JPY	1750.0000	0.00000	0.00000		0.0000	0.0000	0.0000		00000	0.00000	0.00000	0.00000		0.0000	8400		汎用インバータ			JP	2180210697	富士電機株式会社　鈴鹿工場　W3棟受入検査場	三重県鈴鹿市南玉垣町５５２０　	2025/08/01			S10	1			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	2025/08/04			5138633	　	059-383-8111	
P200	0000341149	000010	0090857645	000012	Z010	1101848003	富士電機（株）パワエレ事業本部　鈴鹿工場	S00A0145806	DCA200DB160 R 特殊A	2025/03/06	216.000	 1.00000	2025/08/04	E200	E24	00005155	SA0	P322010	0080919282	900002	168.000	2025/08/01	2025/08/01	1864.1550	1227.3210	1750.00000	294000.00	JPY	294000	GV3082765	736830101S120161　4ヶ月以上納期確認済み	D210					S	JP		8					             0.0000	             0.0000	             0.0000	FERT	1750.00000	1.00000	JPY	1750.0000	0.00000	0.00000		0.0000	0.0000	0.0000		00000	0.00000	0.00000	0.00000		0.0000	29400		汎用インバータ			JP	2180210697	富士電機株式会社　鈴鹿工場　W3棟受入検査場	三重県鈴鹿市南玉垣町５５２０　	2025/08/01			S10	1			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	2025/08/04			5138633	　	059-383-8111	
P200	0000339254	000010	0090857646	000011	Z010	1101848003	富士電機（株）パワエレ事業本部　鈴鹿工場	S00A0029702	DFA150AA160 RA	2025/01/07	50.000	 1.00000	2025/08/04	E200	E24	00005155	SB0	P322010	0080919286	900001	39.000	2025/08/01	2025/08/01	4600.1910	3440.5120	4400.00000	171600.00	JPY	171600	FD0375943	150001103(F)1/7生産管理確認済み（シミュレーション納期がきえているので確認）	D210					S	JP		8					             0.0000	             0.0000	             0.0000	FERT	4400.00000	1.00000	JPY	4400.0000	0.00000	0.00000		0.0000	0.0000	0.0000		00000	0.00000	0.00000	0.00000		0.0000	17160		汎用インバータ			JP	2180210697	富士電機株式会社　鈴鹿工場　W3棟受入検査場	三重県鈴鹿市南玉垣町５５２０　	2025/08/01			S10	1			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	2025/08/01			5138633	　	059-383-8111	
P200	0000339254	000010	0090857646	000012	Z010	1101848003	富士電機（株）パワエレ事業本部　鈴鹿工場	S00A0029702	DFA150AA160 RA	2025/01/07	50.000	 1.00000	2025/08/04	E200	E24	00005155	SB0	P322010	0080919286	900002	11.000	2025/08/01	2025/08/01	4600.1910	3440.5120	4400.00000	48400.00	JPY	48400	FD0375943	150001103(F)1/7生産管理確認済み（シミュレーション納期がきえているので確認）	D210					S	JP		8					             0.0000	             0.0000	             0.0000	FERT	4400.00000	1.00000	JPY	4400.0000	0.00000	0.00000		0.0000	0.0000	0.0000		00000	0.00000	0.00000	0.00000		0.0000	4840		汎用インバータ			JP	2180210697	富士電機株式会社　鈴鹿工場　W3棟受入検査場	三重県鈴鹿市南玉垣町５５２０　	2025/08/01			S10	1			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	2025/08/01			5138633	　	059-383-8111	
P200	0000341413	000010	0090857647	000011	Z010	1102421001	富士電機パワーセミコンダクタ（株）　大町工場	S00A0114001	JDE055CA160 ﾁｯﾌﾟ	2025/03/12	20000.000	 1.00000	2025/07/25	E200	E22	00004183	S10	P321010	0080920167	900001	11429.000	2025/08/01	2025/08/01	25.2340	11.6660	34.59997	395443.00	JPY	395443	G4385354	富士電機パワーセミコンダクタ㈱ 大町工場	D210					S	JP		8					             0.0000	             0.0000	             0.0000	FERT	34.60000	1.00000	JPY	34.6000	0.00000	0.00000		0.0000	0.0000	0.0000		00000	0.00000	0.00000	0.00000		0.0000	39544		各種電源装置	2180213194	富士電機ﾊﾟﾜｰｾﾐｺﾝﾀﾞｸﾀ(株)　大町工場	JP	2180213195	富士電機ﾊﾟﾜｰｾﾐｺﾝﾀﾞｸﾀ株式会社　大町工場	長野県大町市常盤6909番地	2025/08/01			S30	2			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	20250725			3980004		0261-23-3111	
P200	0000341413	000010	0090857648	000011	Z010	1102421001	富士電機パワーセミコンダクタ（株）　大町工場	S00A0114001	JDE055CA160 ﾁｯﾌﾟ	2025/03/12	20000.000	 1.00000	2025/07/25	E200	E22	00004183	S10	P321010	0080920169	900001	8571.000	2025/08/01	2025/08/01	25.2340	11.6660	34.59993	296556.00	JPY	296556	G4385354	富士電機パワーセミコンダクタ㈱ 大町工場	D210					S	JP		8					             0.0000	             0.0000	             0.0000	FERT	34.60000	1.00000	JPY	34.6000	0.00000	0.00000		0.0000	0.0000	0.0000		00000	0.00000	0.00000	0.00000		0.0000	29656		各種電源装置	2180213194	富士電機ﾊﾟﾜｰｾﾐｺﾝﾀﾞｸﾀ(株)　大町工場	JP	2180213195	富士電機ﾊﾟﾜｰｾﾐｺﾝﾀﾞｸﾀ株式会社　大町工場	長野県大町市常盤6909番地	2025/08/01			S30	2			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	20250725			3980004		0261-23-3111	
